Index,0:？
168,购买土地<br>可以通过查看各块土地前的“门牌”，<br>确认那块土地的价格。<br><br>可以使用金币购买土地，土地在开始出售时的金额为最高金额，<br>每过6个小时降价一次，但降价不会低于指定的最低金额。<br><br>可以以“个人”或“部队”的形式购买土地，<br>两者需要的条件不同。<br><br>■个人购买土地的必要条件<br>　1.　将任意职业升至50级。<br>　2.　所属黑涡团的情况下，军衔需在“协漩尉”以上，<br>　　　所属双蛇党的情况下，军衔需在“协牙尉”以上，<br>　　　所属恒辉队的情况下，军衔需在“协耀尉”以上。<br><br>■部队购买土地的必要条件<br>　1.　将任意职业升至50级。<br>　2.　部队等级到达6级，获得“土地所有权”。<br><br>{{color|id=506|个人或部队想要在白银乡购买土地，<br>需要先完成主线任务“乘风破浪”。}}<br><br><br>撤除土地<br>选择“房屋”菜单中的“放弃土地”，即可将土地废除。<br>另外，在撤除土地时，购买土地时的费用不会被返还。<br><br>■撤除土地的条件<br>　1.　撤除这片土地上的家具、庭具。<br>　2.　从房屋的仓库中取出所有的家具、庭具。<br>　3.　拆除房屋。<br><br>
169,4. 自动撤除土地
170,为保证冒险者住宅区的土地不被浪费，<br>若是房屋长期无人使用，那么土地将会被自动撤除。<br><br>■自动撤除流程<br>　1.　当房屋主人连续30天（地球时间）未进入过房屋，<br>　　　那么将会进入“自动撤除准备”的状态。<br>　2.　若房屋主人连续45天（地球时间）未进入过房屋，<br>　　　那么将会实行自动撤除。<br><br>在被自动撤除前，房屋主人中有人进入到房屋后，<br>就可以解除“自动撤除准备”的状态。<br><br>※如果是部队房屋，那么房屋主人为所有部队成员。<br>如果是个人房屋，那么房屋主人为持有房屋的角色本身。<br><br><br>自动撤除后的资产<br>如果土地被自动撤除，<br>在实行自动撤除后35天（地球时间）之内，<br>可以从住宅区管理人那里回收部分资产。<br><br>■可回收的资产<br>　・购买土地时所花费金币的百分之八十<br>　・部分外部装潢、内部装潢、家具和庭具<br><br>■可回收的角色<br>　・部队房屋：拥有“购买或废弃土地”权利的角色<br>　・个人房屋：个人房屋的所有者<br>
171,5. 如何建造房屋
172,建造房屋需要“房产证书”。<br><br>房产证书分为几个种类。<br>如果所持房产证书和实际的土地面积、住宅区所在地有所差异，<br>则无法建造房屋。<br><br>在持有房产证书的状态下，<br>在购入的土地上打开“房屋”菜单，<br>选择“建造房屋”，即可建造房屋。<br><br>
173,6. 关于家具和庭具
174,在室内可以布置家具，<br>在室外可以布置庭具。<br><br>在持有家具的状态下，<br>在购入的房屋内打开“房屋”菜单，<br>选择“布置家具”，即可对家具进行布置。<br><br>在持有庭具的状态下，<br>在购入的土地上打开“房屋”菜单，<br>选择“布置庭具”，即可对庭具进行布置。<br><br>家具和庭具一经布置之后，<br>便无法进行交易或拿到市场上出售。<br><br>另外，有一部分已经布置的家具和庭具，<br>在撤除时会被废弃。<br><br>
175,7. 关于内部装潢与外部装潢
176,在购入的房屋内打开“房屋”菜单，<br>选择“更改内部装潢配件”、“更改外部装潢配件”，<br>即可对内外装潢进行变更。<br><br>■内部装潢的种类<br>　・内墙<br>　・地板<br>　・屋顶照明<br><br>■外部装潢的种类<br>　・房顶<br>　・外墙<br>　・窗户<br>　・房门<br>　・门牌<br>　・院墙<br>　・房顶装饰<br>　・外墙装饰<br><br>安装上的建材可以在安装新建材时进行替换，<br>被替换下来的建材将被放入背包。<br><br>装潢建材一经安装之后，<br>便无法进行交易或拿到市场上出售。<br><br>
177,8. 关于部队工房
178,扩建部队工房<br>可以在部队房屋中扩建部队工房。
179,在部队工房可以展开部队合建工程，<br>另外还可以建造飞空艇和潜水艇，探索人迹罕至的区域。<br><br>要想扩建部队工房，必须要有足够的金币支付扩建费用。<br>通过房屋内写有“移动到其他房间”的门，<br>就能进入部队工房。<br><br><br>撤除部队工房<br>如果不需要部队工房了，也可以将它拆除。<br>不过请注意，在拆除后，部队工房的活动记录会被全部删除。<br><br>■撤除条件补充说明<br>　・需要将飞空艇和潜水艇完全解体。<br>　・拆除后不会返还扩建费用。<br>　・在部队工房展开的各项活动数据会全部被重置。<br><br>
180,9. 关于个人房间
181,增建个人房间<br>可以在部队房屋中增建队员的个人房间。<br>通过房屋内写有“移动到其他房间”的门，就能进入个人房间。<br><br>■增建个人房间的必要条件<br>　1.　将任意职业升至50级。<br>　2.　所属黑涡团的情况下，军衔需在“协漩尉”以上，<br>　　　所属双蛇党的情况下，军衔需在“协牙尉”以上，<br>　　　所属恒辉队的情况下，军衔需在“协耀尉”以上。<br><br><br>撤除个人房间<br>如果不需要个人房间了，也可以将它撤除。<br><br>■撤除个人房间的条件<br>　1.　撤除所有家具。<br>　2.　从房屋的仓库中取出所有的家具。<br><br><br>自动撤除个人房间<br>在拥有“个人房间”的状态下被所属部队除名后，<br>该部队成员的个人房间会被自动撤除。<br><br>如果个人房间被自动撤除，<br>在实行自动撤除后35天（地球时间）之内，<br>可以从住宅区管理人那里回收部分资产。<br><br><br>■可回收的资产<br>　・部分家具<br><br>■可回收的角色<br>　・个人房间的所有者<br><br>
182,10. 关于公寓
183,公寓是在各冒险者住宅区为冒险者准备的个人居住设施。<br><br>■各冒险者住宅区内的公寓<br>　・海雾村的公寓：中桅塔<br>　・薰衣草苗圃的公寓：百合岭<br>　・高脚孤丘的公寓：娜娜莫大风车<br>　・白银乡的公寓：红梅御殿<br><br><br>购买公寓房间<br>购买公寓房间后，<br>使用传送功能可以直接移动到自己拥有房间的公寓。<br>此外，还可以使用入口前的陆行鸟房。<br><br>■购买公寓房间时的必要条件<br>　1.　将任意职业升至50级。<br>　2.　所属黑涡团的情况下，军衔需在“协漩尉”以上，<br>　　　所属双蛇党的情况下，军衔需在“协牙尉”以上，<br>　　　所属恒辉队的情况下，军衔需在“协耀尉”以上。<br><br>{{color|id=506|要想购买公寓“红梅御殿”的房间，<br>需要先完成主线任务“乘风破浪”。}}<br><br><br>撤除公寓房间<br>如果不需要公寓房间了，也可以将它撤除。<br><br>■撤除公寓房间的条件<br>　1.　撤除所有家具。<br>　2.　从房间的仓库中取出所有的家具。<br><br>
184,11. 房屋共享
185,房屋共享是个人房屋拥有的功能，<br>可以通过该功能，和自己的好友一起共享房屋功能。<br>共享房屋功能的好友被称为“室友”。<br><br>房屋主人可以最多设定3名室友，<br>室友可以和2名房屋主人共享房屋功能。<br><br>可以从快捷指令的“房屋”中选择住房设置，<br>在“房屋共享设置”中登记“室友”，设置室友的权限。<br><br>另外，房屋主人和室友均可以自行选择解除房屋共享。<br><br>
186,12. 关于搬迁
187,关于搬迁<br>“搬迁”是将房屋与土地整个转移到其他土地上的机能。<br>原房屋资产将转移至搬迁目标土地。<br><br>■可进行搬迁的角色<br>　・部队房屋：拥有“购买或废弃土地”权利的角色<br>　・个人房屋：个人房屋的所有者<br><br>■搬迁费用<br>　・搬迁时需要支付的购买土地金额为新土地的现售价减去30%的旧土地最低售价。<br><br>■以下财物将原封不动地保留至搬迁目标土地。<br>　・个人房间、部队工房<br>　・房屋的内部装潢<br>※如果新房屋没有旧房屋那么多楼层的话，<br>  消失楼层的内部装潢也会随楼层一起消失。<br>　 <br>■以下财物将转移到搬迁目标土地的仓库<br>　・已布置的家具、庭具<br>※如果东西太多仓库装不下，则无法搬迁。<br><br>■未收纳于仓库中的财物<br>　・陆行鸟房及私用以太之光会直接被布置到庭院中。<br><br>关于搬迁的补充说明<br>在房屋主人连续30天以上未出现在房屋内的状态下，<br>无法进行搬迁。<br><br>另外，搬迁与房屋主人进入房屋相同，<br>都会将房屋的自动撤除倒计时刷新。<br><br>
188,13. 关于仓库
189,在所有的房屋、个人房间、公寓中都可以使用“仓库”<br>来收纳家具与庭具。<br><br>■仓库可收纳的家具庭具数量<br><br>　・个人房间：家具100个。<br>　・公寓房间：家具100个。<br>　・小面积土地：家具200个、庭具20个。<br>　・中面积土地：家具300个、庭具30个。<br>　・大面积土地：家具400个、庭具40个。<br><br>■仓库无法收纳的庭具<br>　・陆行鸟房<br>　・私用以太之光<br><br>关于仓库的补充说明<br>若将园圃与花盆存放于仓库中，则其中的作物会停止生长。<br>同理，转轮台也会停止充能。<br><br>另外，如果房屋遭到自动撤除，<br>则可以在撤除后35天内找住宅区管理人领回仓库中的道具。<br><br>
190,14. 住宅区土地的状态
191,冒险者住宅区的土地会显示以下状态。<br><br>■土地竞拍中
192,■土地已售出，尚未建造房屋
193,■部队房屋（可以出入房屋）/（不可出入房屋）<br>　自己所在部队的房屋（可以出入房屋）/（不可出入房屋）
194,■个人房屋（可以出入房屋）/（不可出入房屋）<br>　自己的个人房屋（可以出入房屋）/（不可出入房屋）
195,■自己的共享房屋（可以出入房屋）/（不可出入房屋）
196,15. 亮度调节
197,可以调节房屋内的照明亮度。<br><br>部队房屋、个人房屋以及个人房间的屋内照明亮度<br>可以进行五个等级的调节。<br><br>可以在快捷指令的“房屋”中，<br>选择“调整照明”来调节亮度。<br><br>
198,16. 房屋宣传
199,“房屋宣传”是为房屋活动增加标签进行宣传的功能。<br>可针对房屋活动设置最多3个标签。<br><br>可以从快捷指令的“房屋”中选择住房设置，<br>在“房屋宣传设置”中设置标签。<br><br>设置好的标签将会显示在住宅区移动的列表、<br>个人及公寓房间移动的列表<br>以及住房资料上，用以宣传房屋活动。<br><br>
200,关于功能家具
201,制作设备
202,“制作设备”是布置在室内的家具，<br>可以支援生产活动。<br>通过制作设备进行生产，可在生产过程中享受强化效果。<br><br>■设置数量<br>可设置的制作设备数量与房屋的大小有关。<br>　・个人房间：2个。<br>　・公寓房间：2个。<br>　・小面积土地：4个。<br>　・中面积土地：6个。<br>　・大面积土地：8个。<br><br>■制作设备的种类<br>每种生产职业分别对应1种制作设备，一共有8种。<br>　・刻木匠：木匠工作台<br>　・锻铁匠：铁匠工作台<br>　・铸甲匠：甲匠锻造炉<br>　・雕金匠：金匠工作台<br>　・制革匠：革匠工作台<br>　・裁衣匠：衣匠织布机<br>　・炼金术士：炼金工作炉<br>　・烹调师：厨匠烹饪台<br><br>
203,园圃
204,“园圃”是可以种植和收获作物的庭具。<br>将园圃设置在购买的土地的室外即可开始进行作物种植。<br><br>■设置数量<br>土地的大小会影响园圃的设置数量，但不限制园圃的种类。<br>　・小面积土地：1个。<br>　・中面积土地：2个。<br>　・大面积土地：3个。<br><br>■地垄的数量<br>“园圃”有三种大小，可根据种植作物的不同进行选择。<br>　・圆形园圃：4垄。<br>　・方形园圃：6垄。<br>　・高级园圃：8垄。
205,园圃的作用<br>■播种<br>每次播种都需要准备“土壤”。<br>“土壤”的种类和品质会影响作物的优质率和收获数量。<br>作物种类不同，则成长速度和收获时间也有所区别。<br><br>■施肥<br>施肥可加速作物的成长。<br><br>■作物处理<br>未经照料的作物将会枯萎。<br>此时需要中断种植过程，处理掉枯萎作物。<br><br>■作物收获<br>作物充分成长时便可以进行“收获”。<br><br>■杂交<br>将两种作物种在相邻的地垄里，<br>会有一定几率发生杂交，在收获时得到新型的种子。<br><br>
206,盆栽
207,“盆栽”是设置在室内的家具，可种植和园圃内相同的作物。<br>但有些花只能种植在“盆栽”中，收获后可作为制作装备的素材使用。<br><br>■设置数量<br>土地的大小会影响盆栽的设置数量，但不限制盆栽的种类。<br>　・个人房间：2个。<br>　・公寓房间：2个。<br>　・小面积土地：2个。<br>　・中面积土地：3个。<br>　・大面积土地：4个。<br><br>盆栽的作用<br>■播种<br>每次播种都需要准备“土壤”。<br>“土壤”的种类和品质会影响花与作物的优质率和收获数量。<br>作物种类不同，则成长速度和收获时间也有所区别。<br><br>■施肥<br>施肥可加速花和作物的成长。<br><br>■作物处理<br>未经照料的作物将会枯萎。<br>此时需要中断种植过程，处理掉枯萎作物。<br><br>■作物收获<br>作物充分成长时便可以进行“收获”。<br><br>花的栽培<br>栽培出来的花可以装饰在家具“花瓶”中，也可以用来作为制作装备的素材。<br>根据施加专用肥料的频率和用量，会产生9种不同花色。<br> <br>　・绯红色油粕：增加红色。<br>　・青蓝色油粕：增加蓝色。<br>　・金黄色油粕：增加黄色。
208,管弦乐琴
209,“管弦乐琴”是可以改变房屋内背景音乐的家具。<br>管弦乐琴可以在部队房屋、个人房屋、个人房间以及公寓各设置1个。<br><br>■管弦乐琴乐谱集<br>想要变换背景音乐，需要获得相应的“管弦乐琴乐谱”。<br>使用“管弦乐琴乐谱”便可将对应曲目收录在管弦乐琴乐谱集中，<br>收录后的曲目便可反复播放。<br><br>■播放列表<br>点击管弦乐琴后，会看到播放列表。<br>“播放列表”最多可加入8首乐曲。<br>点击“播放列表”下的按键，或在曲名的次级指令中可以切换播放模式。
210,　1.　顺序播放：收录的乐曲将按顺序播放。<br>　2.　随机播放：随机播放收录的乐曲。<br>　　　 在播放完列表中的所有乐曲之前，不会重复播放相同的乐曲。<br>　3.　单曲播放：在收录的乐曲中循环播放选中的乐曲。<br><br><br>未追加至播放列表，却想播放特定曲目时，<br>可点击“播放列表”下方的“选择乐曲”进行选择。<br>
211,以太转轮
212,以太转轮是一种能够产生部队特效的装置。<br><br>想要使用以太转轮制造部队特效，<br>必须先使用转轮台为以太转轮充满魔力。<br><br>将以太转轮安放在房屋内的转轮台上，<br>一段时间过后，它就能变为充满魔力的充能转轮。<br><br>转换充能转轮，<br>便能使用相应的部队特效。<br><br>
213,水族箱
214,水族箱是可以将钓来的鱼放进去观赏的家具。<br>可根据水质放入不同的鱼类，也可对水槽进行装饰。<br>※放入水族箱的鱼在取出时将会消失。<br><br>■设置数量<br>土地的大小会影响水族箱的设置数量，但不限制水族箱的种类。<br>　・个人房间：4个。<br>　・公寓房间：4个。<br>　・小面积土地：6个。<br>　・中面积土地：8个。<br>　・大面积土地：10个。
215,■水族箱容量与占用容量<br>不同种类的鱼有不同的占用容量，<br>占用容量会占用一定的水族箱容量。<br>  ·小号鱼[S]所占容量为1格<br>  ·中号鱼[M]所占容量为2格<br>  ·大号鱼[L]所占容量为4格<br>  ·特大号鱼[XL]所占容量为7格<br><br>■可放入水族箱的鱼的数量<br>水族箱能放入的鱼的数量，由其大小所决定。<br>超过水族箱容量的鱼将不能放入水族箱。<br>　・1级水族箱（容量：1）可放入鱼的数量：1条<br>　・2级水族箱（容量：2）可放入鱼的数量：2条<br>　・3级水族箱（容量：4）可放入鱼的数量：3条<br>　・4级水族箱（容量：7）可放入鱼的数量：4条<br><br>
216,陆行鸟房
217,陆行鸟房是用来管理专属陆行鸟的庭具。<br>可以通过在陆行鸟房中对专属陆行鸟和部队成员陆行鸟进行训练获得搭档经验值。<br><br>■训练<br>每小时（地球时间）可训练1次。
218,■突破极限<br>如果搭档的技能等级达到上限，<br>可以使用萨维奈圆葱来提升技能等级的上限1级。<br>※搭档技能等级的上限是20级。<br><br>■陆行鸟房的状态<br>陆行鸟房经过一段时间会变脏。<br>其状态共有“整洁、普通、肮脏”三个阶段。<br>整洁的陆行鸟房在训练时可获得更多经验。<br><br>
219,交流簿
220,交流簿是记录访客和房屋主人的留言，<br>使双方可以进行交流的物品。<br>交流簿分为家居和庭具2种，室内和室外各可以设置1种。
221,"拥有房屋交流簿管理权限的人可以在交流簿上编辑房主留言。<br><br>■变更公开设定<br>可以将交流簿上的留言变更为非公开，<br>非公开的留言也可选择性地变更为“公开”，<br>而访问者只会看到选择公开的留言。<br><br>■留言记录<br>每个房屋1天只能留下1份留言。<br>※留言次数在每天<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）被重置。<br><br>■删除留言<br>写下留言的人和拥有房屋交流簿管理权限的人可以对留言进行删除。<br><br>■点赞<br>可以在设置好的交流簿上进行点赞。<br>每个角色的点赞次数在每天<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）恢复5次，<br>最多可积累50次点赞。<br>※无法点赞属于自己的房屋、个人房间和公寓房间。<br><br>"
222,服装模特
223,“服装模特”是可以穿上装备，在室内进行展示的家具。<br>除了能选择性别、职业和特职，还能摆出个人喜欢的姿势。<br>另外，能在市场出售的装备，也可在服装模特处出售。
224,■管理服装模特的雇员<br>设置服装模特时需要指定雇员对其进行管理。<br>1名雇员可以管理多个服装模特，此外，雇员会保管出售装备时所得的金币。<br><br>■设置数量<br>土地的大小会影响服装模特的设置数量，但不限制服装模特的种类。<br>　・个人房间：4个。<br>　・公寓房间：4个。<br>　・小面积土地：6个。<br>　・中面积土地：8个。<br>　・大面积土地：10个。<br><br>■关于出售装备<br>只有能够拿到市场布告板出售的装备才能在此出售，<br>装备可以从背包与兵装库或雇员所持物品中进行选择。<br><br>给服装模特穿上的装备会计算在进行管理的雇员出售格位中。<br>雇员出售格占用超出20格时将无法给服装模特穿戴装备。<br><br>■整套出售<br>整套出售装备时，虽然可以在市场布告板进行搜索，<br>但必须亲自来找服装模特进行购买。<br><br>在市场布告板搜索整套出售的装备时，<br>买方可选择对出售者发送悄悄话联系，询问房屋地址。<br>※整套出售装备时请提前做好准备。<br><br>■关于装备展示<br>给服装模特穿戴的装备可以只进行展示而不进行出售，<br>也可以给服装模特穿戴无法在市场布告板出售的装备。<br>※无法展示武具投影后的装备。<br><br>进行展示的时候，也会占用管理雇员的出售格位。<br><br>
225,复制工厂废墟
226,不知是谁留下的调查记录1
227,周边区域的调查非常顺利。<br>这里的旱情非常严重……<br>生态都因此发生了改变。<br>黑色沼泽般的泉水里，栖息着奇怪的鱼。
228,不知是谁留下的调查记录2
229,继续对周边区域进行调查。<br>这里有着茂密的植被与丰富的水源。<br>与刚才的区域明明差得不是很远，<br>可为什么会有如此大的差别。
230,不知是谁留下的调查记录3
231,又有人委托我去调查周边的区域。<br>虽然我已经厌倦调查了，<br>可总比被派上前线，战死沙场来得强。<br>这片区域没有什么值得记录的事。
232,残留在机械残骸中的记录
233,这里、好黑、哥哥、不在。<br>这里、寂寞、这里、好冷。<br>增加、同伴、杀死、捣乱者。
234,机械兵器的研究记录1
235,机械兵器们的行动原理很简单，就是打倒敌人。<br>不过，为了打倒敌人而导入的成长进化系统，<br>使它们形成了独自的信息网络。
236,机械兵器的研究记录2
237,机械兵器们的信息网络开始扩张，<br>这与它们自身的系统产生了矛盾，从而获得了多样性。<br>它们此时此刻也在吸收着周围的情报吧，<br>直到将整个世界完全吞噬。
238,残留在武器碎片中的记录1
239,泛着白光的刀刃上，多次染满了鲜血。<br>为了斩断那生与死的螺旋。<br>即便已经忘记战斗的理由。
240,残留在武器碎片中的记录2
241,对现在生活的世界毫无疑问。<br>也许只是闭上了眼睛。<br>为了避开真实。
242,残留在武器碎片中的记录3
243,心中的真实已经崩塌，只留下了痛苦。<br>微小的记忆碎片，成为了心中小小的光芒。<br>在失去全部之后，才终于理解。
244,残留在武器碎片中的记录4
245,不再怨恨自己的出生。<br>生存在这个世界，不断战斗直至死亡。<br>这把剑，就是誓約的证明。
246,磨损的传单
247,今天……感谢……来。<br>我们……店……<br>会……适合……部队的刀剑。
248,昔日重现模式
249,关于昔日重现模式
250,昔日重现模式是用现在的角色数据<br>重新体验昔日故事剧情的系统。<br><br>开启重现模式后，会有专用的界面显示可领取的任务情报。<br>与一般任务相同，领取任务并推进任务即可。<br><br>
251,关于章节
252,一连串的故事剧情会切分成多个章节。<br>昔日重现模式则是以章节为单位重新体验剧情。<br><br>在完成特定的主线任务后，<br>昔日重现模式便会开放或追加新的章节。<br><br>能够重新体验的章节<br>可以在快捷指令“任务情报”的<br>“昔日重现模式”中进行确认。<br><br>
253,昔日重现模式的玩法教学
254,开始
255,只要是可以自由移动至各个地区的状态下，<br>均可以在快捷指令“任务情报”的<br>“昔日重现模式”中开启重现模式并进行游玩。<br><br>选择想要重新体验的章节，开启昔日重现模式吧。<br>想要从中断的章节继续游玩时，<br>请选择继续回顾中断的章节。<br><br>此外，进行中的任务数量达到上限时，<br>则无法开启昔日重现模式。<br>现在进行中的任务数量<br>可以在快捷指令“任务情报”的“日志”中进行确认。<br><br>
256,特殊规则
257,昔日重现模式有以下几个规则。<br><br>■昔日重现模式的开始/中断<br>以下状态无法开始/中断昔日重现模式。<br>・战斗中<br>・任务中<br>・过场动画/剧情中<br>・骑乘中<br>・理符受理/开始中<br>・护卫中<br><br>■进行任务<br>・昔日重现模式中可以领取/进行的任务只有1个。<br>　出现复数任务时，需要一个个分别完成。<br>・只能够重新体验已完成的任务，一部分任务除外。<br>・目的列表只会显示<br>　昔日重现模式中所进行的任务情报，<br>　不会显示<br>　昔日重现模式开始前所领取的任务情报。<br>・如果任务有所调整，那么重新体验的则是调整后的任务。<br>・进行任务战斗时，一开始便可以选择难度。<br>・如果勾上了“系统->角色设置->操作设置”中“通常”标签内的<br>　“自动跳过已经看过一次的任务内过场动画”，<br>　则有可能无法顺利播放过场动画。<br><br>■完成任务<br>・完成任务时没有报酬。<br>・已经开放了的功能、技能、任务虽然会再次显示开放，<br>　但也只是显示而已，角色数据不会有任何变化。<br><br>■其他<br>・昔日重现模式中进行任务时，<br>　不会影响到重现模式开始前领取的任务。<br>・虽然游戏世界会随着昔日重现模式中的章节不同有所改变，<br>　但并不是所有都会回到当初完成任务时的状态。<br><br>
258,保存进度
259,昔日重现模式会自动保存任务的进行状况。<br>此外，任务进行状况以外的情报，<br>会和平时一样，保存在角色数据中。<br><br>昔日重现模式任务进行状况的存档只有一个。<br>如果开始新的章节，则会删除之前的存档，还请注意。<br><br>
260,中断
261,随时都可以在“昔日重现模式”中<br>中断重现模式。<br><br>昔日重现模式中有很多无法使用的功能，<br>想要使用这些功能时，请中断重现模式。<br>可以在“注意事项->无法使用的功能”中查看无法使用的功能。<br><br>此外，以下场合会自动中断重现模式。 <br>・结束游戏或返回标题画面<br>・进入了开始“昔日重现模式”前申请的任务<br>・进入部分任务<br><br>
262,结束
263,在完成章节最后的任务时，<br>将结束昔日重现模式。<br><br>此时将删除昔日重现模式的任务进行状况。<br>
264,注意事项
265,申请/进入任务
266,昔日重现模式中可以随时申请/参加已完成的任务，<br>通过任务搜索器/大型任务搜索器便可以申请参加任务。<br><br>不过，有以下2点需要注意。<br><br>1：如果在开始/继续昔日重现模式前申请了任务，<br> 　　那么参加此任务时则会自动中断昔日重现模式。<br><br> 　　在完成任务后，请重新开启昔日重现模式。<br><br>2：昔日重现模式中申请未完成的任务时，<br> 　　只可以申请与主线有关的任务，<br> 　　无法申请与主线无关的任务。<br><br> 　　如果想要申请/参加无关的任务时，<br> 　　请中断昔日重现模式。<br>
267,无法使用的功能
268,昔日重现模式中无法使用以下功能。<br>想要使用以下功能时，请中断昔日重现模式。<br><br>■通过非玩家或场景物体启动的一部分功能<br>　・市场布告板<br>　・怪物狩猎告示板<br>　・兵团告示板<br>　・传唤铃<br>　・旅馆内的功能<br>　・天气预报<br>　・未共鸣的以太之光和都市传送网<br>　・从非玩家处参加任务<br>　・各种理符<br>　・九宫幻卡<br>　・金碟游乐场相关<br>　・房屋相关的功能<br>　・大国防联军相关<br>　・部队相关<br>　・初学者学堂相关<br>　・永结同心<br>　・部分邮差莫古力<br>　・部分商店<br>　・部分修理工<br>　・部分场景物体<br>　・与部分非玩家的对话<br><br>■使用道具“冒险录”<br><br>
269,纷争前线
270,关于纷争前线
271,纷争前线是各国的大国防联军<br>相互竞争的最前线。<br>冒险者将分别为黑涡团、双蛇党、恒辉队进行战斗，<br>努力为各大国防联军取得胜利。
272,概要
273,纷争前线是三家大国防联军分成三个阵营<br>相互对抗的大规模对战任务。<br>因为参加人数很多并且是三方对战，<br>所以仅仅靠个人技术无法取得胜利，<br>更需要的是部队全体队员之间的协力合作。<br>此外冒险者将会被分配到其中一个大国防联军部队，<br>该分配与目前自己所属的大国防联军无关。
274,■基本情报<br>纷争前线的各个阵营<br>均由3个满编小队组成的24人团队构成，<br>最多可同时参加72人。<br>每场战斗的限制时间为20分钟。<br><br>■再次出击<br>在战斗中被打倒陷入无法战斗状态时，<br>经过一段时间后可以从起始地点再次出击，没有次数限制。<br>另外，在起始地点时还会被赋予“无敌”状态。<br>即便离开起始地点，该“无敌”状态也会持续一段时间。<br><br>■坐骑<br>纷争前线与一般的野外区域相同，<br>可以骑乘自身所持有的坐骑，在战斗中也可以骑乘。<br>但如果在骑乘坐骑的状态下受到攻击，就会陷入“移动速度降低”状态，<br>因此在骑乘坐骑时要十分注意警戒四周。<br><br>■返回<br>使用返回能够回到起始地点。<br>纷争前线中的返回，即便是在战斗中也可以使用，<br>且没有复唱时间。<br>但在咏唱返回时若受到攻击，咏唱就会被打断。<br><br>■KDA<br>纷争前线中让其他玩家陷入无法战斗状态时称为击倒敌人（K），<br>自身陷入无法战斗状态时称为无法战斗（D），<br>为其他玩家击倒敌人做出贡献时称为助攻（A）。<br>在战斗结束后的战绩公告里，<br>这些要素分别以“K”“D”“A”来表示。<br><br>■奖励<br>作为参加奖励可以获得经验值、对战经验值、<br>狼印战绩与亚拉戈神典石。<br>另外，在纷争前线中获得一定次数的胜利后，<br>作为成就报酬还可以获得称号、装备与坐骑。
275,斗志昂扬
276,击倒或助攻帮忙击倒其他部队玩家时会增加战意，<br>当战意达到一定数值后可以获得强化状态——斗志昂扬。<br>战意最高可增加到100，<br>每增加20战意，会提升一次斗志昂扬的等级。<br>斗志昂扬会随等级增加攻击所造成的伤害以及发动治疗魔法时的治疗量。<br>如果进入无法战斗状态，积累的战意则会减半。
277,周边遗迹群（阵地战）
278,地图说明
279,加尔提诺平原，第七灵灾的根源之地，<br>因为灵灾带来的巨大变化，导致地下埋藏的古代亚拉戈文明的遗迹显露了出来。<br>为了争夺这片遗迹的所有权，即使是已经缔结了联盟的三国也变得针锋相对了起来，<br>甚至做出了一切纷争只发生在这片地区，绝不带到外面来的协定。<br>于是，这片加尔提诺平原变成了法理之外的前线战场，<br>三国为了占领周边遗迹群而派出了各国军队中的冒险者部队。
280,胜利条件
281,在周边遗迹群（阵地战）只要所属连队的战术值总和<br>达到指定数值后便可取得胜利。<br>战术值的获取方法为以下3种。<br><br>　1.　打倒敌方连队的成员<br>　2.　占领据点<br>　3.　打倒中立敌人<br><br>在限定时间内未能决出胜负的话，<br>则获得战术值最高的连队为优胜，并依照数值高低排出2、3位。
282,据点
283,周边遗迹群（阵地战）里存在几处“据点”。<br>在据点内的“旗帜”周围停留一段时间，<br>便可以占领这处“据点”。<br>占领所需的时间会根据旗帜周围敌我双方的人数差进行变动。<br>占领的连队会随时间获得战术值。<br>此外，已经被占领的据点可以通过其他势力的连队“中立化”，<br>进而再次夺取。<br>即使据点被敌方连队占领，也不要放弃！
284,中立敌人
285,经过一定时间后，<br>会从场地中央位置的太阳之路防卫塔中<br>出现不属于任何连队的中立敌人。<br>打倒中立敌人后，各连队会根据给予的伤害<br>获得相应战术值。
286,小型中立敌人无人机<br>在打倒后一定时间内会再次出现，<br>大型中立敌人截击系统<br>在一场战斗中只会出现一次。<br>打倒截击系统时可以获得大量的战术值，<br>所以如果看到了截击系统，请迅速将其打倒！
287,尘封秘岩（争夺战）
288,地图说明
289,利姆萨·罗敏萨的船员们都在说，艾欧泽亚的海上有座会动的岛“彷徨的燕尾岩”。<br>有一天，人们终于找到了这座传说中的岛——尘封秘岩。<br>经过调查，发现这座岛是古代亚拉戈文明所建造的人工岛，<br>曾多次进行过对蛮神的技术实验。<br>人们为了获得古代亚拉戈遗物中的“情报”，便在这里展开了斗争。
290,胜利条件
