key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
196632,0,0,0,0,0,0,0,0,"BNpcBase#334","BNpcBase#335","BNpcBase#382","BNpcBase#312","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",25,25,25,25,0,0,0,0,"鱼人间谍","鱼人工兵","莫拉比石壳蟹","徘徊水皮水母","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196633,0,0,0,0,0,0,0,0,"BNpcBase#513","BNpcBase#1850","BNpcBase#1103","BNpcBase#1101","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",26,23,25,25,0,0,0,0,"夜翼小恶魔","雷元精","甜齿古菩猩猩","潮湿沟鼠","","","","","流光水晶",,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLevePenetration",1
196634,0,0,0,0,0,0,0,0,"BNpcBase#1089","BNpcBase#18","BNpcBase#19","BNpcBase#1092","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",26,16,16,22,0,0,0,0,"妄言的曼赛尔","僵尸守卫","僵尸巫师","虚无战士","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,756,760,757,758,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",1
196635,0,0,0,0,0,0,0,0,"BNpcBase#57","BNpcBase#385","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",22,24,0,0,0,0,0,0,"蜜蜂云","巨蜂","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178217,4186417,4186418,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,"CompanyLeveProtection",1
196636,0,0,0,0,0,0,0,0,"BNpcBase#70","BNpcBase#23","BNpcBase#73","BNpcBase#133","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",25,25,25,25,0,0,0,0,"精炼呻吟之妖精","剧毒陷阱草","精炼清飒之妖精","风元精","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196637,0,0,0,0,0,0,0,0,"BNpcBase#305","BNpcBase#1861","BNpcBase#1108","BNpcBase#1109","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",26,22,26,26,0,0,0,0,"顽皮之魂","风元精","扭曲树精","叶脉大口花","","","","","流光水晶",,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLevePenetration",1
196638,0,0,0,0,0,0,0,0,"BNpcBase#1094","BNpcBase#33","BNpcBase#23","BNpcBase#24","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",25,18,18,21,0,0,0,0,"大羽翼 帕妮希亚","叶脉大口花","剧毒陷阱草","扭曲树精","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,761,765,762,763,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",2
196639,0,0,0,0,0,0,0,0,"BNpcBase#167","BNpcBase#168","BNpcBase#169","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",24,22,22,0,0,0,0,0,"蜥蜴人攻斗兵","蜥蜴人游猎兵","蜥蜴人预知法师","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178232,4186129,4186130,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,"CompanyLeveProtection",1
196640,0,0,0,0,0,0,0,0,"BNpcBase#138","BNpcBase#172","BNpcBase#181","BNpcBase#12","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",25,25,25,25,0,0,0,0,"脏乱黑豺","丘陵毒蜥蜴","瘦喙魔鸟","不毛秃鹫","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196641,0,0,0,0,0,0,0,0,"BNpcBase#21","BNpcBase#1863","BNpcBase#1112","BNpcBase#1113","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",26,23,25,25,0,0,0,0,"欺诈小魔精","土元精","饥饿公山羊","饥饿母山羊","","","","","流光水晶",,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLevePenetration",1
196642,0,0,0,0,0,0,0,0,"BNpcBase#1098","BNpcBase#513","BNpcBase#17","BNpcBase#1093","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",25,20,19,18,0,0,0,0,"打火心 玛格丽","夜翼小恶魔","虚焰弹怪","虚雷弹怪","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,766,770,767,768,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",1
196643,0,0,0,0,0,0,0,0,"BNpcBase#328","BNpcBase#329","BNpcBase#330","BNpcBase#331","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",28,28,28,28,0,0,0,0,"第426团巡视员","第426团采矿员","第426团受施者","第426团传教士","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178198,4185437,4185438,4185439,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,"CompanyLeveProtection",1
196644,0,0,0,0,0,0,0,0,"BNpcBase#315","BNpcBase#318","BNpcBase#334","BNpcBase#335","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",29,29,29,29,0,0,0,0,"海蛇剑术师","海蛇弓箭手","鱼人间谍","鱼人工兵","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196645,0,0,0,0,0,0,0,0,"BNpcBase#55","BNpcBase#1860","BNpcBase#1104","BNpcBase#1105","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",31,27,31,31,0,0,0,0,"帝国传令官","卢恩人偷蛋手","贼眉鼠眼的海盗","贼眉鼠眼的海盗","","","","","魔导通信机",,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLevePenetration",2
196646,0,0,0,0,0,0,0,0,"BNpcBase#1086","BNpcBase#131","BNpcBase#17","BNpcBase#1093","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,22,23,24,0,0,0,0,"第426团募缘修士 籍蛊","土元精","虚焰弹怪","虚雷弹怪","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,771,775,772,773,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",2
196647,0,0,0,0,0,0,0,0,"BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",0,0,0,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"",1
196648,0,0,0,0,0,0,0,0,"BNpcBase#509","BNpcBase#510","BNpcBase#34","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",27,27,29,0,0,0,0,0,"红腹冲刺蜂兵","红腹抢夺蜂兵","产卵精金龟","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178223,4186390,4186391,4186392,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,"CompanyLeveProtection",1
196649,0,0,0,0,0,0,0,0,"BNpcBase#302","BNpcBase#139","BNpcBase#34","BNpcBase#13","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",29,29,29,29,0,0,0,0,"利齿鬼鮟鱇","斑纹水蜥","产卵精金龟","懦弱秃鹰","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196650,0,0,0,0,0,0,0,0,"BNpcBase#55","BNpcBase#1862","BNpcBase#1110","BNpcBase#1111","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",31,27,30,30,0,0,0,0,"帝国传令官","哥布林牧人","贼眉鼠眼的偷猎者","贼眉鼠眼的偷猎者","","","","","魔导通信机",,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLevePenetration",2
196651,0,0,0,0,0,0,0,0,"BNpcBase#1091","BNpcBase#388","BNpcBase#327","BNpcBase#327","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,25,23,23,0,0,0,0,"变节者 克莱尔维斯","无赖石像魔","虚雷弹怪","虚雷弹怪","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,776,780,777,778,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",1
196652,0,0,0,0,0,0,0,0,"BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",0,0,0,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"",1
196653,0,0,0,0,0,0,0,0,"BNpcBase#170","BNpcBase#362","BNpcBase#171","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",27,28,30,0,0,0,0,0,"卢恩人吞黄手","卢恩人吞黄手","黄牙 姆姆卢恩","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178234,4186186,4186187,4186188,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,"CompanyLeveProtection",1
196654,0,0,0,0,0,0,0,0,"BNpcBase#167","BNpcBase#168","BNpcBase#1096","BNpcBase#1099","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",29,29,29,29,0,0,0,0,"蜥蜴人攻斗兵","蜥蜴人游猎兵","战斗火蛟","精炼者奴隶","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196655,0,0,0,0,0,0,0,0,"BNpcBase#55","BNpcBase#1100","BNpcBase#1114","BNpcBase#1115","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",31,29,29,31,0,0,0,0,"帝国传令官","贼眉鼠眼的商人","贼眉鼠眼的无赖","贼眉鼠眼的无赖","","","","","魔导通信机",,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLevePenetration",2
196656,0,0,0,0,0,0,0,0,"BNpcBase#1095","BNpcBase#327","BNpcBase#134","BNpcBase#646","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,21,16,26,0,0,0,0,"焚刑人 罗德古·春","虚雷弹怪","火元精","斩首食人魔","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,781,785,782,783,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",1
196657,0,0,0,0,0,0,0,0,"BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",0,0,0,0,0,0,0,0,"","","","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1
196658,0,0,0,0,0,0,0,0,"BNpcBase#113","BNpcBase#1841","BNpcBase#115","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",33,33,34,0,0,0,0,0,"鸟人剑士","鸟人守卫黑狼","鸟人寒枪战士","","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296356,4296357,4296359,4296365,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,"CompanyLeveProtection",1
196659,0,0,0,0,0,0,0,0,"BNpcBase#1853","BNpcBase#133","BNpcBase#404","BNpcBase#388","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",30,29,30,32,0,0,0,0,"气流师 罗托里·阿华坦","风元精","冰霜奶冻怪","黑影石像魔","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,1010,1014,1011,1012,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveSummon",1
196660,0,0,0,0,0,0,0,0,"BNpcBase#395","BNpcBase#646","BNpcBase#720","BNpcBase#731","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",35,35,35,35,0,0,0,0,"利颚巨鳄","愤怒食人魔","冻霜古菩猩猩","白狼","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
196661,0,0,0,0,0,0,0,0,"BNpcBase#113","BNpcBase#115","BNpcBase#114","BNpcBase#116","BNpcBase#0","BNpcBase#0","BNpcBase#0","BNpcBase#0",35,35,35,35,0,0,0,0,"鸟人剑士","鸟人寒枪战士","鸟人冰翼勇士","鸟人霜雪术士","","","","",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,"CompanyLeveInterception",1
