key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2293836,"Lupin","Brute Justice","Ravana","0","0","Koja","Moglin","Brachiosaur","0","0","Same","",True,25,1,"Tiger Blood",,,0,0,"DefaultTalk#594767","DefaultTalk#594768","DefaultTalk#594769","DefaultTalk#594770","DefaultTalk#594771",True,"Koja Card","Lupin Card","",""
2293837,"Hisui & Kurenai","Louisoix Leveilleur","Hildibrand & Nashu Mhakaracca","0","0","Ango","Cloud of Darkness","Nael van Darnus","Tiamat","Calofisteri","Plus","Swap",False,30,1,"The Two Princesses of Sui–no–Sato",,,0,0,"DefaultTalk#594772","DefaultTalk#594773","DefaultTalk#594774","DefaultTalk#594775","DefaultTalk#594776",True,"Ango Card","Hisui & Kurenai Card","",""
2293838,"Tansui","Rasho","Vedrfolnir","0","0","Memeroon","Rhitahtyn sas Arvina","Hoary Boulder & Coultenet","0","0","Plus","",True,15,1,"Boys with Boats",,,0,0,"DefaultTalk#594777","DefaultTalk#594778","DefaultTalk#594779","DefaultTalk#594780","DefaultTalk#594781",True,"Tansui Card","","",""
2293839,"Hancock","Vidofnir","Gaius van Baelsar","0","0","Cid Garlond","Ferdiad","Pipin Tarupin","Alexander Prime","0","Swap","Fallen Ace",False,30,1,"By the Grace of Lord Lolorito",,,0,0,"DefaultTalk#594782","DefaultTalk#594783","DefaultTalk#594784","DefaultTalk#594785","DefaultTalk#594786",False,"Hancock Card","","",""
2293840,"Arenvald Lentinus","Aymeric","Sephirot","0","0","Coeurlregina","Tozol Huatotl","Lava Scorpion","0","0","Same","Plus",False,25,1,"Return of the Bull",,,0,0,"DefaultTalk#594787",,"DefaultTalk#594788","DefaultTalk#594789","DefaultTalk#594790",False,"Arenvald Lentinus Card","Phoebad Card","",""
2293841,"Karakuri Hanya","Yojimbo & Daigoro","Koja","0","0","Namazu","Kotokaze","Hildibrand & Nashu Mhakaracca","Kojin","0","Plus","Swap",False,20,1,"Good Swords, Good Dogs",,,0,0,"DefaultTalk#594954","DefaultTalk#594955","DefaultTalk#594956","DefaultTalk#594957","DefaultTalk#594958",False,"Yojimbo & Daigoro Card","Karakuri Hanya Card","",""
2293842,"Asahi sas Brutus","Grynewaht","Armored Weapon","Magitek Sky Armor","0","Magitek Predator","Yotsuyu","Zenos yae Galvus","Magitek Death Claw","Magitek Vanguard","Ascension","Fallen Ace",False,30,1,"The Primary Agreement",,,0,0,"DefaultTalk#594959","DefaultTalk#594960","DefaultTalk#594961","DefaultTalk#594962","DefaultTalk#594963",False,"Asahi sas Brutus Card","Zenos yae Galvus Card","",""
2293843,"Louhi","Pazuzu","Krile","0","0","Happy Bunny","Yukinko","Gerolt","0","0","Plus","Roulette",False,25,1,"And We Shall Call It Pyros",,,0,0,"DefaultTalk#594964","DefaultTalk#594965","DefaultTalk#594966","DefaultTalk#594967","DefaultTalk#594968",True,"Louhi Card","Pazuzu Card","Yukinko Card","Happy Bunny Card"
2293844,"Echidna","Calofisteri","Diabolos Hollow","0","0","Ferdiad","Moglin","Vanu Vanu","Paissa","Gaelicat","Chaos","",True,25,1,"A Redbill Farewell",,,0,0,"DefaultTalk#595109","DefaultTalk#595110","DefaultTalk#595111","DefaultTalk#595112","DefaultTalk#595113",False,"Echidna Card","Calofisteri Card","Diabolos Hollow Card","Ferdiad Card"
2293845,"Stormblood Alphinaud & Alisaie","Byblos","Strix","Calcabrina","0","Matoya","Poroggo","Crawler","Belladonna","Tokkapchi","Plus","Roulette",True,30,1,"Prelude in Violet",,,0,0,"DefaultTalk#595114","DefaultTalk#595115","DefaultTalk#595116","DefaultTalk#595117","DefaultTalk#595118",True,"Stormblood Alphinaud & Alisaie Card","Byblos Card","Strix Card","Calcabrina Card"
2293846,"Wanyudo & Katasharin","Hatamoto","Hiruko","0","0","Ango","Kojin","Tansui","Rasho","0","Swap","Order",False,15,1,"On the Shoulders of Giants",,,0,0,"DefaultTalk#595119","DefaultTalk#595120","DefaultTalk#595121","DefaultTalk#595122","DefaultTalk#595123",False,"Hiruko Card","Hatamoto Card","Wanyudo & Katasharin Card",""
2293847,"Alpha","Shinryu","Omega","0","0","Chocobo","Fat Chocobo","Biggs & Wedge","Cid Garlond","Midgardsormr","Roulette","Roulette",True,35,1,"To Kweh under Distant Skies",,,0,0,"DefaultTalk#595124","DefaultTalk#595125","DefaultTalk#595126","DefaultTalk#595127","DefaultTalk#595128",False,"Alpha Card","Omega Card","Shinryu Card",""
2293848,"Ejika Tsunjika","Penthesilea","Dvergr","Provenance Watcher","0","Happy Bunny","Pazuzu","Louhi","Yukinko","0","Plus","Same",False,30,1,"And We Shall Call It Hydatos",,,0,0,"DefaultTalk#595129","DefaultTalk#595130","DefaultTalk#595131","DefaultTalk#595132","DefaultTalk#595133",False,"Ejika Tsunjika Card","Penthesilea Card","Dvergr Card","Provenance Watcher Card"
2293849,"Amaro","Chimera","Adamantoise","0","0","Coblyn","Lyna","Colibri","Dodo","0","Three Open","",False,15,1,"Warrior of Darkness",,,0,0,"DefaultTalk#595207","DefaultTalk#595208","DefaultTalk#595209","DefaultTalk#595210","DefaultTalk#595211",False,"Amaro Card","","",""
2293850,"Feo Ul","Belladonna","Titania","Paissa","0","Colibri","Mandragora","Amaro","0","0","Three Open","Swap",False,25,1,"Acht-la Ormh Inn",,,0,0,"DefaultTalk#595212","DefaultTalk#595213","DefaultTalk#595214","DefaultTalk#595215","DefaultTalk#595216",True,"Feo Ul Card","","",""
2293851,"Runar","Shadowbringers Y'shtola","0","0","0","Coeurl","Eros","Adamantoise","Bandersnatch","Behemoth","Same","Roulette",False,30,1,"Bearing with It"," An Express Delivery",,0,0,"DefaultTalk#595217","DefaultTalk#595218","DefaultTalk#595219","DefaultTalk#595220","DefaultTalk#595221",False,"Shadowbringers Y'shtola Card","Runar Card","",""
2293852,"Evil Weapon","Gigantender","Phoebad","0","0","Mandragora","Behemoth","Coblyn","Adamantoise","0","Plus","Same",False,20,1,"Have a Heart"," Mystery Miners",,0,0,"DefaultTalk#595222","DefaultTalk#595223","DefaultTalk#595224","DefaultTalk#595225","DefaultTalk#595226",True,"Gigantender Card","Evil Weapon Card","",""
2293853,"Lord and Lady Chai","Formidable","Behemoth","0","0","Goobbue","Mandragora","Gigantender","Siren","0","Three Open","Fallen Ace",False,15,1,"That None Shall Ever Again",,,0,0,"DefaultTalk#595227","DefaultTalk#595228","DefaultTalk#595229","DefaultTalk#595230","DefaultTalk#595231",True,"Lord and Lady Chai Card","","",""
2293854,"Lyna","0","0","0","0","Behemoth","Philia","Adamantoise","Progenitrix","Chimera","Chaos","",False,25,1,"Reassuring the Masses",,,0,0,"DefaultTalk#595232","DefaultTalk#595233","DefaultTalk#595234","DefaultTalk#595235","DefaultTalk#595236",True,"Lyna Card","","",""
2293855,"Grenoldt","Amaro","Evil Weapon","0","0","Lord and Lady Chai","Lyna","Coblyn","Colibri","Runar","All Open","",True,15,1,"The Illuminated Land"," Pearls of the Deep",,0,0,"DefaultTalk#595237","DefaultTalk#595238","DefaultTalk#595239","DefaultTalk#595240","DefaultTalk#595241",True,"Grenoldt Card","","",""
2293856,"Jongleurs of Eulmore","Ran'jit","0","0","0","Philia","Eros","Storge","Behemoth","Innocence","Plus","Swap",False,35,1,"Shadowbringers",,,0,0,"DefaultTalk#595242","DefaultTalk#595243","DefaultTalk#595244","DefaultTalk#595245","DefaultTalk#595246",True,"Ran'jit Card","Jongleurs of Eulmore Card","",""
2293857,"Porxie","Nu Mou","0","0","0","Feo Ul","Belladonna","Titania","Paissa","Behemoth","Plus","",False,25,1," Manic Pixie Dream Realm",,,0,0,"DefaultTalk#596685","DefaultTalk#596686","DefaultTalk#596687","DefaultTalk#596688","DefaultTalk#596689",True,"Nu Mou Card","Porxie Card","",""
2293858,"Qitari","Batsquatch","Iguana","0","0","Coeurlregina","Eros","Griffin","0","0","Same","Reverse",False,25,1," The Stewards of Note",,,0,0,"DefaultTalk#596744","DefaultTalk#596745","DefaultTalk#596746","DefaultTalk#596747","DefaultTalk#596748",True,"Batsquatch Card","Qitari Card","",""
2293859,"Argath Thadalfus","Rofocale","Moogle","Happy Bunny","0","Ultima, the High Seraph","Yiazmat","Cid Garlond","0","0","Plus","Descension",False,40,1,"The City of Lost Angels",,,0,0,"DefaultTalk#596749","DefaultTalk#596750","DefaultTalk#596751","DefaultTalk#596752","DefaultTalk#596753",False,"Ultima, the High Seraph Card","Yiazmat Card","Argath Thadalfus Card","Rofocale Card"
2293860,"Rolling Tankard","Dwarf","Formidable","0","0","Leannan Sith","Amaro","Philia","Lyna","Gnoll","Plus","Reverse",False,25,1,"Tanks for the Memory",,,0,0,"DefaultTalk#597043",,"DefaultTalk#597044","DefaultTalk#597045","DefaultTalk#597046",True,"Rolling Tankard Card","Dwarf Card","",""
2293861,"Sapphire Weapon","Prometheus","Armored Weapon","Magitek Predator","0","Ruby Weapon","Magitek Sky Armor","Asahi sas Brutus","Grynewaht","The Ultima Weapon","Swap","Fallen Ace",True,40,1,"Ruby Doomsday",,,0,0,"DefaultTalk#597047",,"DefaultTalk#597049","DefaultTalk#597050","DefaultTalk#597051",False,"Sapphire Weapon Card","","",""
2293862,"0","0","0","0","0","0","0","0","0","0","","",False,0,0,,,,0,0,,,,,,False,"","","",""
