key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
26,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"小官は、双蛇党黄蛇隊に属す者。
「グランドカンパニーリーヴ」を管轄しています。","「ギルドリーヴ」の経験者がいれば、
この任務を任せることができるのですが……。
統合司令部に、増員を求めなくては。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>に
ノフィカ様の祝福あらんことを……。","「ギルドリーヴ」の経験者がいれば、
この任務を任せることができるのですが……。
統合司令部に、増員を求めなくては。","任務達成、ご苦労様です！
<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>には、
規定に従いまして、軍票を支給します。","小官は「グランドカンパニーリーヴ」を管轄しています。
いずれかのグランドカンパニーに所属する方に、
特殊任務を発令しているのです。","0","0"
27,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"小官は、双蛇党黄蛇隊に属す者。
「グランドカンパニーリーヴ」を管轄しています。","「ギルドリーヴ」の経験者がいれば、
この任務を任せることができるのですが……。
統合司令部に、増員を求めなくては。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>に
ノフィカ様の祝福あらんことを……。","「ギルドリーヴ」の経験者がいれば、
この任務を任せることができるのですが……。
統合司令部に、増員を求めなくては。","任務達成、ご苦労様です！
<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>には、
規定に従いまして、軍票を支給します。","小官は「グランドカンパニーリーヴ」を管轄しています。
いずれかのグランドカンパニーに所属する方に、
特殊任務を発令しているのです。","相応しい実力者がいれば、
この任務を任せることができるのですが……。
「伍長」以上の者がいてさえくれれば……。","0"
28,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"不滅隊のキキリ闘曹長であります！
「グランドカンパニーリーヴ」の任務を
発行しているのであります！","「ギルドリーヴ」の経験がある者がいれば、
良いのでありますが……。
作戦本部に掛け合わねばなりません。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>に
クリスタルの導きあれ！","「ギルドリーヴ」の経験がある者がいれば、
良いのでありますが……。
作戦本部に掛け合わねばなりません。","任務達成を確認！
規定に従い、軍票を支給するのであります！","不滅隊の「グランドカンパニーリーヴ」を、
発行しているのであります！　いずれかの組織に
所属してから、訪れてほしいのであります！","0","0"
29,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"不滅隊のブルー・ヘリング闘曹長であります！
「グランドカンパニーリーヴ」の任務を
発行しているのであります！","「ギルドリーヴ」の経験がある者がいれば、
良いのでありますが……。
作戦本部に掛け合わねばなりません。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>に
クリスタルの導きあれ！","「ギルドリーヴ」の経験がある者がいれば、
良いのでありますが……。
作戦本部に掛け合わねばなりません。","任務達成を確認！
規定に従い、軍票を支給するのであります！","不滅隊の「グランドカンパニーリーヴ」を、
発行しているのであります！　いずれかの組織に
所属してから、訪れてほしいのであります！","この任務を任せられる者がいれば、
良いのでありますが……。
「伍長」以上の者さえいれば、と思うのであります！","0"
30,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"小官は、双蛇党黄蛇隊に属す者。
イシュガルドとの協定に基づき、ここ占星台にて、
「グランドカンパニーリーヴ」を発行しております。","小官が管轄している任務は、
いずれも厳しいものばかり……。
せめて「ギルドリーヴ」の経験者がいれば……。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>に
ノフィカ様の祝福あらんことを！","小官が管轄している任務は、
いずれも厳しいものばかり……。
相応の実力を持った将兵が必要なのです。","任務達成を確認、現時刻を以て、
<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>の任務を解きます。
お疲れ様でした、軍票の支給をお受けください。","小官は、双蛇党黄蛇隊に属す者。
いずれかのグランドカンパニーに所属する者に、
特殊任務を発行しております。","小官が管轄している任務は、
いずれも厳しいものばかり……。
せめて「伍長」以上の実力者がいれば……。","0"
31,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"私は、双蛇党黄蛇隊のロディユ准牙士。
イシュガルドとの協定に基づき、クルザスの地で、
「グランドカンパニーリーヴ」を発行しております。","ホワイトブリム一帯における任務は、
想像以上に厳しいものばかりです。
せめて「ギルドリーヴ」の経験者がいれば……。","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>に
ノフィカ様の祝福あらんことを！","ホワイトブリム一帯における任務は、
想像以上に厳しいものばかりです。
相応の実力を持った将兵が必要なのです。","任務達成を確認しました。
<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>、お疲れ様です。
規定に従い、軍票を支給いたしましょう。","冒険者の方ですね？
我々の任務を請け負いたいのでしたら、
いずれかのグランドカンパニーに所属することです。","ホワイトブリム一帯における任務は、
想像以上に厳しいものばかりです。
せめて「伍長」以上の実力者がいれば……。","0"
32,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"不滅隊所属エイドハート准闘士であります！
自分の任務は、このモードゥナ地方を任地とする
「グランドカンパニーリーヴ」の管理であります！","モードゥナ地方における任務は、
いずれも厳しいものばかりなのであります！
「ギルドリーヴ」の経験が必要なのであります！","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>の
武運長久を祈っておりまぁす！！","モードゥナ地方における任務は、
いずれも厳しいものばかりなのであります！
実力者でなければ「死」あるのみであります！","<Highlight>ObjectParameter(1)</Highlight><If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>の帰還を確認！
規定に従い、軍票を支給するのであります！
お疲れ様でありましたぁ！！","小官は「グランドカンパニーリーヴ」の発行担当！
この任務を請け負うことができるのは、
いずれかのグランドカンパニー所属者のみであります！","モードゥナ地方における任務は、
いずれも厳しいものばかりなのであります！
「准士」以上の方にのみ、発行しているのであります！","0"
33,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"こちらでは総長の発案による、
「神殿騎士団リーヴ」の発行業務を行っております。","腕が立ち、信頼の置ける者がいれば、
この任務を任せることができるのですが……。","無事の帰還をお待ちしています。
戦神「ハルオーネ」の加護あらんことを！","腕が立ち、信頼の置ける者がいれば、
この任務を任せることができるのですが……。","任務の達成を確認しました！
皇都への貢献を認め、報酬を支給しましょう！","0","0","なんと、手配中の賞金首を仕留めたと？
でしたら、報酬を上乗せしなければいけませんね。"
34,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"冒険者ギルドの活動範囲を広げるために、
本部からの指示で、ここクガネに窓口を開設したんだ。
よかったら、力を貸してくれよな！","職人技を持つ冒険者が見つかるといいんだが……。","依頼の方は順調かい？
そうだと信じているんだが……大丈夫だよな？","職人技を持つ冒険者が見つかるといいんだが……。","よし、依頼の達成を確認したぞ。
お待ちかねの報酬だ、受け取ってくれ！","0","0","0"
35,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"ミーン工芸館に寄せられる大量の仕事を、
登録している職人に、リーヴとして斡旋しているよ。
アンタも、ひとつやっていかないかい？","リーヴに興味がある職人はいないものか……。","さて、頼んだ仕事の方はどうだい？
しっかり頼むよ！","リーヴに興味がある職人はいないものか……。","しっかり、仕事をこなしてくれたようだね！
さあ、報酬を受け取っておくれ！","0","0","0"
36,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"グリーナーズ・ギルドシップに依頼される仕事を、
会員登録している職人たちに、リーヴとして斡旋しているんだ。
お前さんも、ひとつどうだい？","仕事は増える一方だ。
新規に会員登録してくれる職人が見つかるといいんだが……。","よお、依頼した仕事はどうだい？
終わったら報告してくれよ！","仕事は増える一方だ。
新規に会員登録してくれる職人が見つかるといいんだが……。","よお、依頼した仕事が終わったようだな！
お待ちかねの報酬だぞ！","0","0","0"
