key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
116,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"盗賊団に取られた荷物は、すっかり戻ってきやした。
冒険者サマサマでさぁ！","","","","","","",""
117,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"おや？　まだあっしの荷物がございやしたか？","","","","ははぁ、こんなモンもありやしたね。
さっすが冒険者様、ぬかりねぇや！","","そりゃそうだ！
あっしの荷物は、すっかり戻ってきやしたからね。",""
118,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"ソウルストーンが、こんなにいっぱい……。
うふ、濃密な研究になりそうだわ。","","","","","","",""
119,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"まだ石兵のソウルストーンを持っているの？
いいわ、引き取らせて。","","","","もう十分なんだけど、つい欲張ってしまうわね。
貴方、とっても献身的なんだもの。","","あら、遊ばれてしまったかしら？",""
120,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"ああっ、そこの冒険者さんっ！
わたしのお願い、聞いてくれませんかっ！","わたし、細工物に使うため、「虹蝶貝」を集めてたんです。
なのに……突然、コリブリたちがあらわれて
貝がらをほとんど食べてしまって……！","でも、まだ消化するまでは時間があるはずです！
コリブリたちから「虹蝶貝」を取り返してくださいっ！
どんな手を使ったって、構いませんからっ！！","取り返してあげますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","やったぁっ！
ありがとうございます冒険者さんっ！","","そんなぁ……。
ああっ、急がないと貝がらが消化されちゃう……！",""
121,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"コリブリたちが消化する前に、
「虹蝶貝」の貝がらを手にいれてほしいんです！","","","","","","",""
122,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"「虹蝶貝」を持ってきてくれたのですか？","","","","ありがとうございます！
まだ、貝がらを食べたコリブリはいるはずです。
もっといっぱい、取り返してくださいっ！","","貝がらがコリブリに消化されないうちに、早くお願いします！",""
123,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"「虹蝶貝」は十分に集まりました。
ちょっとベトついてるようですが……
いい細工物に仕上げますよ。","","","","","","",""
124,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"「海賊の略奪品」を持ってきてくださったのですか？","","","","ありがとうございます！
ほかにも押収したら、また持ってきてください。","","まもなく帰還しますので、
もし「海賊の略奪品」をお持ちでしたら
早めにお申し出ください。",""
125,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"ゴブリン族の強制捜査は無事終了しました！
ご協力ありがとうございました！","まもなく帰還しますので、
もし「海賊の略奪品」をお持ちでしたら
早めにお申し出ください。","","","","","",""
126,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"コッファー＆コフィンは、キキルン入店お断りだ。
お前、キキルンを連れていたりは……しねーか。","獣人民族排斥令が出てるってのもあるが、
正直あいつら、くせーだろ！
だから入店を断ってるのに、食い下がるやつがいてな……。","数匹なら俺ひとりでも楽勝だが、
最近は徒党を組んで乗り込んできやがる。
手が空いてるなら、追っ払うのを手伝ってくんねーか？","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","ま、客に頼むことじゃねーよな……。
悪かった、気にせず中で飲んでってくれよ。",""
127,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"冒険者よ、いいところに現れてくれたな！
すまないが、「ジャイアント」の退治を手伝ってくれ。
奴ら、このあたりに根付こうと、最近よく現れるのだ。","とくに最近では、「秘石の塔」がたびたび襲われるせいで、
警備が人手不足になってな……ぜひ、力を貸してくれ。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","協力に感謝する、冒険者よ！
さあ、我らの手で勝利をもぎ取ろうではないか！","","そうか……ならばせめて、「秘石の塔」へ寄ったら、
増援をよこすよう、誰かに伝えてくれないか？
我々は、ここで奴らの監視を続けるつもりなのでな。",""
128,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"おお、これぞまさしく天の助け！
冒険者さん、唐突で申し訳ないのですが、
私の護衛を頼まれてはくれないでしょうか？","実は「聖コイナク財団の調査地」まで
行きたかったのですが、その……
魔物が恐ろしくて、ここから進めずにいたのです。","それで護衛を探していたのですが……
いかんせん、引き受けてくれるアテがなく、
途方に暮れていた次第です。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","ダメですか……残念です。
その、無理を言って、すみませんでしたね。
他を当たってみることにします。",""
129,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"冒険者！？　た、助かった……。
すまない、あんたの手を貸してほしいんだ。","口に出すのも恥ずかしいが、偵察中に遭難しちまってな。
おまけにウルフどもに見つかっちまってさぁ、
この雪ン中をさんざんっぱら、追いかけ回される始末よ。","なんとか頑張って追っ払おうにも、
逃げ回ったからクタクタで、それもままならねぇ……。
なぁあんた、少し手伝っちゃくれないか？","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","そうかい、じゃあしょうがねぇな……。
わかったよ、もう少しここで休んでから、
自分でなんとかしてみるさ。",""
130,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"我々は氷壁調査隊だ。
冒険者よ、丁度いいところに現れてくれた。
少し、我々の話を聞いてはもらえないだろうか？","実はこの先でジャイアント族が待ち構えていてな、
我々のキャンプに戻れなくて困っているのだ。","氷壁調査隊は、その名の通り調査が主任務、
ジャイアント族を倒せるほどの戦力は保有していない。
そこで冒険者よ、君の力を貸してくれないだろうか？","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ","","","そうか……いや、君を責めはせぬ。
しかし、ならばどうしたものか。
一度引き返し、援軍を請うべきだろうか……？",""
131,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"冒険者よ、我々に協力する気はないか？
我々は、ここより東の「アドネール占星台」を守護する、
デュランデル家の者だ。","現在、我らが守護するかの地に向かって、
ジャイアント族が移動中である。
至急、きゃつらへの迎撃作戦を展開せねばならん。","我々にとってきゃつらの相手は手慣れたものだが……
万が一の遅れを取ることがあるやもしれぬ。
勝利を盤石にするため、汝らの力を貸してくれ！","","","","",""
132,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"そこの人……冒険者よね？
冒険者同士、あたしに協力してくれないかしら？","ギルドの仕事で、遺品の回収に来たんだけど……
ほら、そこにニクスが居座ってるでしょ？
作業できないのよね、困ったことに。","かといって実力で排除しようにも、
ちょっとあたしの手には余る相手で……。
そこで、あなたの力を借りたいのよ。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ","","","……冷たいのねぇ。
じゃあいいわ、もう頼まないから。
その代わり、あなたに何かあっても……助けないからね！",""
133,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"さあ、任せたわよ！
ガツーンと、やっちゃってッ！！","あ、やるのはキャンプの中のだけでいいからね？
外にいるヤツは、放っておいて構わないわ。","","","","","",""
134,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"この周辺で、帝国軍が使う魔導兵器の残骸が
見つかったらしくてね……探しに来たんだ。
敵の兵器を研究することは、戦略の初歩の初歩だろ？","今回は、連中の使う魔導兵器の核心、
「青燐機関の部品」を入手するまたとない好機……
って意気込んでたんだけど、これがなかなか大変でさ。","そこでだ、部品の回収に力を貸してくれないかい？
部品は落ちている兵器の残骸を調べるか……
まだ動いている奴をやっつければ、手に入るヨ。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","すばらしいよ、君ィ！
君の献身は、必ずや正当に報われるはずだ！","","クッ……
この手の単純労働は僕向きじゃないんだが……。",""
135,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"ええと……主器がこっちで、補器がこっち。
この管があっちに繋がって……と、ゴメンゴメン。
で、青燐機関の部品は集められたのかい？","","","","おお、すばらしい成果だよ君ィ！
おかげで、なかなか数が集まってきたさ。
でも……まだ数が足りないね、もう少し頼むよ。","","そうか、では頑張ってくれたまえ。",""
136,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"このあたりにある「魔導兵器の残骸」を調べて、
「青燐機関の部品」を持ってきてほしいんだ。","","","","","","",""
137,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,2,0,0,0,0,0,"いいねいいね、これだけ部品が集まれば、
ガレマール帝国の核心技術とて、丸裸になったも同然！","とはいえ資料となる部品は、いくらあっても困らないんだ。
まだ持ってるなら、撤収前までに渡してくれると助かる。
もう間もなく、青燐研究所に帰還するんでね。","","","よしよし、実にすばらしい。
また見つけたら、持ってきてくれ。","","そうか、わかった。
もし見つけたら、すぐに持ってきてくれるかな？",""
138,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"青燐機関の部品、必要な数は集まったよ。
あとは青燐研究所に帰って、これを解析してみるだけさ。","","","","","","",""
139,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"あたしぃ、ゴーレムの発生について調査するためにぃ、
ゴーレムやスプリガンが持ってるって話のぉ、
「石兵のソウルストーン」を集めてるんですぅ。","でもでもぉ、このあたりの魔物は強くってぇ……
あたしの力じゃ歯が立たないんですぅ。","あたしの代わりにぃ、冒険者さんがぁ、
「石兵のソウルストーン」を集めてくれませんかぁ？","調査を手伝いますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","ありがとうございますぅ。
よろしくお願いしますねぇ。","","そうですかぁ……。
わかりましたぁ、他の人にお願いしますよぅ。",""
140,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"あっ、鉱石を持ってきてくれたんですかぁ？","","","","助かりますぅ。
もっといっぱい欲しいので、よろしくですぅ！","","そうですかぁ。
じゃあ、がんばってくださいねぇ。
待ってますよぉ。",""
141,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"ゴーレムの発生について調査するためぇ、
魔物が持つ「石兵のソウルストーン」集めてますぅ。
見つけたらぁ……あたしまで持ってきてくださぁい。","","","","","","",""
142,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"必要な量は集まりましたぁ、どうもですぅ。
でもでもぉ、いっぱいある分には困らないのでぇ……
もっとあったら、持ってきちゃってくださぁい。","","","","","","",""
143,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"おかげさまで、必要量は集まってますぅ。
でもぉ、資料の鉱石はいくらあってもいいのでぇ、
まだまだ受け取りますよぉ。","","","","ありがとうございますぅ。
必要な量は足りてますけど、いただきますねぇ。
調査の精度が上がりますからぁ。","","そうですかぁ……。
でも、必要量は集まっているのでぇ、大丈夫ですぅ。",""
144,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"凶悪なドラゴン族、黄竜「スヴァラ」を知ってるか？
そいつが今、「スチールヴィジル」方面に向かっていると、
アドネール占星台の観測で判明したんだ。","俺たち工作兵は一刻も早く、
奴らを迎撃するため、対竜カノン砲を設置しなきゃならん。","だが、奴らの眷属による妨害が予想される……。
冒険者よ、あんたの力で設置作業が終わるまで、
俺たち工作兵部隊を守ってくれないか！？","護衛を引き受けますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","",""
145,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"実はギガースがこの地を狙ってましてね～。
何度か追い返したりしてたんですが、
今度はここへの物資を狙いだしたんですよ～。","運悪く、この物資を輸送中に我々も襲われまして～。
なんとかここまでたどり着きましたが
物資を狙ってまた襲ってくるんだろうな～と。","護衛の彼らも、道中の戦闘で疲労してましてね～。
誰かなんとかしてくれないかな～、なんて。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","ですよね～。
そんな奇特な方そうそういるもんじゃ
ないですよね～。",""
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"イシュガルドにおいて、この「聖ダナフェンの落涙」は、
「聖水」の湧く聖なる泉として知られています。","私も「聖水」を求めてやってきたのですが、
突然、危険なウォータースプライトが沸いてしまって……
どうか私の代わりに、「聖水」を集めてくれませんか？","","","","","",""
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"あの、「聖水」を持ってきてくれたのでしょうか？","","","","そ……そうです、これです！
ああ、これがもっとあれば、助かるのですが……。","","そうですか……あの、冒険者の方？
もしかして、あなたも「聖水」を求めて、
ここまでいらっしゃったとかなのでしょうか？",""
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけあれば、式典で注文された量には事足ります。
とはいえ、予備もいくらかは必要ですので……
まだ「聖水」をお持ちなら、ぜひ私にお譲りください。
","","","","","","",""
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"すでに「聖水」は必要量集まったのですが、
何があるかわかりませんし、余分に用意したいのです。
まだ「聖水」をお持ちでしたら、いただきますよ？","","","","ありがとうございます。
あなたは、かような善行を為される方です。
必ずや神のご加護がありますよ。","","そうですか……。
あの、もしかして……あなたご自身も、
式典に「聖水」を持っていかれるおつもりなのですか？",""
150,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"そこの冒険者の人、力を貸してもらえないかな？
自分、ここの青燐精製所の技師なんだけど……
あんたみたいな冒険者サンに、頼みたいことあんのさ。","ここでやってる青燐水の精製には触媒として、
「アーススプライトの核」を使用しているんだけどね……
あいにく、うっかりと在庫を切らしちゃった。","それで周辺の「アーススプライト」から調達できんかと、
思ってみたりもしたんだが……自分、戦闘はからっきしで。
冒険者サン、自分の代わりに集めてくれないかな？","力を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","力を貸してくれるんかい！？
いやぁ、助かる助かる、あーりがとぉー！
「アーススプライトの核」、よろしく頼むよ！","","んむっ……そっかぁ、わかった。
無理には頼まないよ、他の人を当たってみるさ。",""
151,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"頼んだのは「アーススプライトの核」だ。
青燐水を精製するとき、触媒に使うシロモノでね。
よろしく頼むよ、冒険者サン。","「アーススプライトの核」は、
近くにいる「アーススプライト」を倒しても手に入るし、
落ちてるのを集めてくれてもいい、どっちも一緒のもんだ。","ともかく、数がいるんだよ。
たっくさん頼むぜ。","","","","",""
152,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"どうしたい冒険者サン、
「アーススプライトの核」を持ってきてくれたんかい？","","","","そうそう、これだよこれ！
この「アーススプライトの核」が必要だったのさ。
んじゃ、まだまだ要るんで、どんどん持ってきてくれな！","","いいかい冒険者サン、「アーススプライトの核」だ。
こいつを自分のところまで、バンバン持ってきてくれっ！",""
153,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"そこの冒険者さん。
もしかして「キャンプ・ドラゴンヘッド」まで
向かうとかだったりしませんか？","実は北の「キャンプ・ドラゴンヘッド」まで
星読みの結果を至急伝える必要がありまして……。
星読みの結果ですか？それは極秘事項で……。","普段であればお付きのものが同行してくれるのですが、
急なことでみな出払っていて…。
道中私の身をお守り頂けないでしょうか。","護衛してあげますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","分かりました。
残念ですが仕方ありません。
どうしよう、早く伝えないと……。",""
154,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"おお、この運命の出会いに感謝します。
つり橋におびえて逃げ出したこの子を追いかけて、
そのまま道に迷ってしまいました。","商隊と合流したいのですが
この子が、魔物の気配にすっかり怖じ気付いて
動いてくれないのです。","この子が、動き出すまで、
しばらくそばにいてくれないか？","いてあげますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","おお、あなたをつかわされた運命の神に感謝を！","","おお、運命の出会いではなかったのですね……。",""
155,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"ジジルン、タマゴ、スキスキっちゃ！
キキルンみんな、タマゴ、スキスキっちゃ！","ジジルン、タマゴ、ないないっちゃ！
ジジルン、タマゴ、あつめるっちゃ！","あっちに、ペリカン、いるいるっちゃ。
あなた、「ペリカンの卵」、とるとるっちゃ！","「ペリカンの卵」をとってきてあげますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","ジジルン、わくわくっちゃ……
タマゴ、わくわくっちゃ……","","ジジルン、しょんぼりっちゃ……
タマゴ、たべたいっちゃ……",""
156,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"「ペリカンの卵」、あるあるっちゃ？","","","","ジジルン、うきうきっちゃ。
もっともっと、くれくれっちゃ！","","「ペリカンの卵」、もっともっと、くれくれっちゃ！",""
157,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"「ペリカンの卵」、くれくれっちゃ！","","","","","","",""
158,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"「ペリカンの卵」、もりもりっちゃ！
これで、ちゃりちゃり、もりもりっちゃ！","","","","","","",""
159,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"「ペリカンの卵」、もりもり、うれしいっちゃ！
もっともりもり、ほしいっちゃ！","","","","ジジルン、ルンルンっちゃ。
もっともりもり、くれくれっちゃ！","","ジジルン、ワクワクっちゃ。
タマゴ、もりもり、ワクワクっちゃ！",""
160,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"ああっ、助けて冒険者さんっ！
お願いします、他に頼れる人いないんですぅっ！","森で働いていたら、「リンドヴルム」に襲われたんです！
慌てて、何とかここまで逃げてきたんですけど……
しつこくて、まだ追うのを諦めてません！","お願いします、冒険者さん！
あの恐ろしい「リンドヴルム」を退治してください！","退治しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","そ、そんな……。
こんな残酷なことがあっていいの……！？",""
