key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
78,"blacksmith",62,"Yellow Crafters' Scrip","High Steel Longsword",1,False,670,520,370,342,96,"MasterpieceSupplyMultiplier#1",63,0,"Folded High Steel Knuckles",1,False,670,520,370,395,107,"MasterpieceSupplyMultiplier#1",63,0,"High Steel Battleaxe",1,False,670,520,370,342,96,"MasterpieceSupplyMultiplier#1",63,0,"High Steel Claw Hammer",1,False,580,460,330,194,53,"MasterpieceSupplyMultiplier#1",62,0,"High Steel Pliers",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0,"High Steel Awl",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0,"High Steel Culinary Knife",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0,"High Steel Scythe",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0
79,"blacksmith",64,"Yellow Crafters' Scrip","Doman Iron Greatsword",1,False,820,630,450,353,126,"MasterpieceSupplyMultiplier#1",65,0,"Doman Iron Culverin",1,False,820,630,450,306,92,"MasterpieceSupplyMultiplier#1",65,0,"Doman Iron Uchigatana",1,False,820,630,450,353,124,"MasterpieceSupplyMultiplier#1",65,0,"Doman Iron Halfheart Saw",1,False,750,580,420,223,72,"MasterpieceSupplyMultiplier#1",64,0,"Durium Texture Hammer",1,False,750,580,420,273,81,"MasterpieceSupplyMultiplier#1",64,0,"Doman Iron Hatchet",1,False,750,580,420,323,108,"MasterpieceSupplyMultiplier#1",64,0,"Doman Iron File",1,False,820,630,450,164,54,"MasterpieceSupplyMultiplier#1",65,0,"Doman Iron Awl",1,False,820,630,450,211,72,"MasterpieceSupplyMultiplier#1",65,0
80,"blacksmith",66,"Yellow Crafters' Scrip","Doman Steel Longsword",1,False,890,690,500,245,92,"MasterpieceSupplyMultiplier#1",66,0,"Doman Steel Patas",1,False,890,690,500,245,92,"MasterpieceSupplyMultiplier#1",66,0,"Doman Steel Main Gauches",1,False,970,760,540,290,110,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Raising Hammer",1,False,890,690,500,245,92,"MasterpieceSupplyMultiplier#1",66,0,"Doman Steel Claw Hammer",1,False,970,760,540,200,74,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Pliers",1,False,970,760,540,200,74,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Culinary Knife",1,False,970,760,540,200,73,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Sledgehammer",1,False,970,760,540,200,74,"MasterpieceSupplyMultiplier#1",67,0
81,"armorer",60,"Yellow Crafters' Scrip","High Steel Hoplon",1,False,530,420,300,267,60,"MasterpieceSupplyMultiplier#1",61,0,"High Steel Armguards of Fending",1,False,540,420,300,267,68,"MasterpieceSupplyMultiplier#1",61,0,"High Steel Scale Mail of Maiming",1,False,540,420,300,327,85,"MasterpieceSupplyMultiplier#1",61,0,"High Steel Bomb Frypan",1,False,540,420,300,267,68,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
82,"armorer",62,"Yellow Crafters' Scrip","High Steel Barbut of Fending",1,False,580,460,330,307,87,"MasterpieceSupplyMultiplier#1",62,0,"High Steel Sollerets of Fending",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"High Steel Mail of Maiming",1,False,670,520,370,289,87,"MasterpieceSupplyMultiplier#1",63,0,"High Steel Gauntlets of Maiming",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"High Steel Plate Belt of Maiming",1,False,580,460,330,250,69,"MasterpieceSupplyMultiplier#1",62,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
83,"armorer",64,"Yellow Crafters' Scrip","Doman Iron Gauntlets of Fending",1,False,750,580,420,273,90,"MasterpieceSupplyMultiplier#1",64,0,"Doman Iron Greaves of Fending",1,False,750,580,420,323,90,"MasterpieceSupplyMultiplier#1",64,0,"Tigerskin Coat of Maiming",1,False,820,630,450,353,126,"MasterpieceSupplyMultiplier#1",65,0,"Doman Iron Tassets of Maiming",1,False,750,580,420,273,89,"MasterpieceSupplyMultiplier#1",64,0,"Doman Iron Alembic",1,False,820,630,450,258,89,"MasterpieceSupplyMultiplier#1",65,0,"Doman Iron Frypan",1,False,820,630,450,258,89,"MasterpieceSupplyMultiplier#1",65,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
84,"armorer",66,"Yellow Crafters' Scrip","Doman Steel Shield",1,False,970,760,540,200,73,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Armet of Fending",1,False,970,760,540,245,92,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Gauntlets of Fending",1,False,890,690,500,290,110,"MasterpieceSupplyMultiplier#1",66,0,"Doman Steel Tabard of Maiming",1,False,970,760,540,380,146,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Gauntlets of Striking",1,False,890,690,500,290,110,"MasterpieceSupplyMultiplier#1",66,0,"Doman Steel Greaves of Scouting",1,False,890,690,500,245,92,"MasterpieceSupplyMultiplier#1",66,0,"Doman Steel Alembic",1,False,970,760,540,290,102,"MasterpieceSupplyMultiplier#1",67,0,"Doman Steel Frypan Caliente",1,False,970,760,540,245,92,"MasterpieceSupplyMultiplier#1",67,0
85,"goldsmith",60,"Yellow Crafters' Scrip","Triphane Earrings of Fending",1,False,540,420,300,207,51,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Earrings of Aiming",1,False,540,420,300,207,51,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Choker of Slaying",1,False,540,420,300,207,51,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Choker of Healing",1,False,540,420,300,207,51,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Bracelet of Healing",1,False,530,420,300,207,51,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Ring of Fending",1,False,530,420,300,147,34,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Ring of Aiming",1,False,530,420,300,147,34,"MasterpieceSupplyMultiplier#1",61,0,"Triphane Ring of Casting",1,False,530,420,300,147,34,"MasterpieceSupplyMultiplier#1",61,0
86,"goldsmith",62,"Yellow Crafters' Scrip","Dual-plated Koppranickel Planisphere",1,False,670,520,370,500,115,"MasterpieceSupplyMultiplier#1",63,0,"Koppranickel Earrings of Slaying",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"Koppranickel Earrings of Healing",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"Koppranickel Necklace of Aiming",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"Koppranickel Necklace of Casting",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"Koppranickel Bracelet of Fending",1,False,580,460,330,194,51,"MasterpieceSupplyMultiplier#1",62,0,"Koppranickel Bracelet of Healing",1,False,580,460,330,194,51,"MasterpieceSupplyMultiplier#1",62,0,"Muudhorn Ring of Slaying",1,False,580,460,330,165,52,"MasterpieceSupplyMultiplier#1",62,0
87,"goldsmith",64,"Yellow Crafters' Scrip","Durium Staff",1,False,820,630,450,258,91,"MasterpieceSupplyMultiplier#1",65,0,"Star Spinel Earrings of Healing",1,False,820,630,450,258,89,"MasterpieceSupplyMultiplier#1",65,0,"Star Spinel Earrings of Casting",1,False,820,630,450,258,89,"MasterpieceSupplyMultiplier#1",65,0,"Star Spinel Choker of Slaying",1,False,820,630,450,258,88,"MasterpieceSupplyMultiplier#1",65,0,"Star Spinel Bracelet of Healing",1,False,750,580,420,273,89,"MasterpieceSupplyMultiplier#1",64,0,"Star Spinel Ring of Fending",1,False,750,580,420,223,71,"MasterpieceSupplyMultiplier#1",64,0,"Star Spinel Ring of Aiming",1,False,750,580,420,223,71,"MasterpieceSupplyMultiplier#1",64,0,"Durium Chaplets",1,False,820,630,450,258,62,"MasterpieceSupplyMultiplier#1",65,0
88,"goldsmith",66,"Yellow Crafters' Scrip","Azurite Earrings of Fending",1,False,970,760,540,245,92,"MasterpieceSupplyMultiplier#1",67,0,"Azurite Earrings of Casting",1,False,970,760,540,245,92,"MasterpieceSupplyMultiplier#1",67,0,"Azurite Choker of Slaying",1,False,970,760,540,200,73,"MasterpieceSupplyMultiplier#1",67,0,"Azurite Choker of Healing",1,False,970,760,540,200,73,"MasterpieceSupplyMultiplier#1",67,0,"Azurite Bracelet of Aiming",1,False,890,690,500,245,92,"MasterpieceSupplyMultiplier#1",66,0,"Azurite Ring of Slaying",1,False,890,690,500,155,55,"MasterpieceSupplyMultiplier#1",66,0,"Azurite Ring of Healing",1,False,890,690,500,155,55,"MasterpieceSupplyMultiplier#1",66,0,"Azurite Ring of Casting",1,False,890,690,500,155,55,"MasterpieceSupplyMultiplier#1",66,0
89,"leatherworker",60,"Yellow Crafters' Scrip","Gaganaskin Leg Guards of Fending",1,False,540,420,300,267,68,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Belt of Maiming",1,False,530,420,300,207,43,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Jacket of Aiming",1,False,540,420,300,387,102,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Chaps of Aiming",1,False,540,420,300,387,102,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Belt of Casting",1,False,530,420,300,207,43,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Shoes",1,False,540,420,300,327,68,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Bush Hat",1,False,540,420,300,267,54,"MasterpieceSupplyMultiplier#1",61,0,"Gaganaskin Gloves",1,False,540,420,300,267,60,"MasterpieceSupplyMultiplier#1",61,0
90,"leatherworker",62,"Yellow Crafters' Scrip","Gyuki Leather Trousers of Maiming",1,False,580,460,330,307,88,"MasterpieceSupplyMultiplier#1",62,0,"Gyuki Leather Halfgloves of Striking",1,False,580,460,330,307,87,"MasterpieceSupplyMultiplier#1",62,0,"Gyuki Leather Twinbelt of Aiming",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0,"Gyuki Leather Twinbelt of Scouting",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0,"Gyuki Leather Boots of Healing",1,False,670,520,370,342,87,"MasterpieceSupplyMultiplier#1",63,0,"Gyuki Leather Gloves of Crafting",1,False,670,520,370,236,70,"MasterpieceSupplyMultiplier#1",63,0,"Gyuki Leather Earrings",1,False,670,520,370,183,53,"MasterpieceSupplyMultiplier#1",63,0,"Gyuki Leather Ring",1,False,670,520,370,130,35,"MasterpieceSupplyMultiplier#1",63,0
91,"leatherworker",64,"Yellow Crafters' Scrip","Tigerskin Tricorne of Striking",1,False,820,630,450,306,107,"MasterpieceSupplyMultiplier#1",65,0,"Tigerskin Wristgloves of Striking",1,False,750,580,420,273,90,"MasterpieceSupplyMultiplier#1",64,0,"Tigerskin Thighboots of Aiming",1,False,820,630,450,353,91,"MasterpieceSupplyMultiplier#1",65,0,"Tigerskin Ringbelt of Scouting",1,False,750,580,420,273,89,"MasterpieceSupplyMultiplier#1",64,0,"Tigerskin Armguards of Healing",1,False,750,580,420,273,90,"MasterpieceSupplyMultiplier#1",64,0,"Tigerskin Jackboots of Casting",1,False,820,630,450,306,91,"MasterpieceSupplyMultiplier#1",65,0,"Tigerskin Cap of Gathering",1,False,820,630,450,234,61,"MasterpieceSupplyMultiplier#1",65,0,"Tigerskin Boots of Gathering",1,False,820,630,450,258,72,"MasterpieceSupplyMultiplier#1",65,0
92,"leatherworker",66,"Yellow Crafters' Scrip","Marid Leather Belt of Fending",1,False,890,690,500,200,73,"MasterpieceSupplyMultiplier#1",66,0,"Marid Leather Coat of Striking",1,False,970,760,540,380,146,"MasterpieceSupplyMultiplier#1",67,0,"Marid Leather Breeches of Scouting",1,False,970,760,540,380,147,"MasterpieceSupplyMultiplier#1",67,0,"Marid Leather Boots of Healing",1,False,890,690,500,290,92,"MasterpieceSupplyMultiplier#1",66,0,"Marid Leather Corset of Casting",1,False,890,690,500,245,91,"MasterpieceSupplyMultiplier#1",66,0,"Marid Leather Gloves of Crafting",1,False,970,760,540,200,74,"MasterpieceSupplyMultiplier#1",67,0,"Marid Leather Babouches of Gathering",1,False,970,760,540,245,74,"MasterpieceSupplyMultiplier#1",67,0,"Marid Leather Choker",1,False,970,760,540,155,55,"MasterpieceSupplyMultiplier#1",67,0
93,"weaver",60,"Yellow Crafters' Scrip","Bloodhempen Brais of Striking",1,False,530,420,300,327,85,"MasterpieceSupplyMultiplier#1",61,0,"Bloodhempen Vest of Scouting",1,False,540,420,300,387,87,"MasterpieceSupplyMultiplier#1",61,0,"Bloodhempen Brais of Scouting",1,False,530,420,300,327,85,"MasterpieceSupplyMultiplier#1",61,0,"Bloodhempen Culottes of Healing",1,False,530,420,300,387,86,"MasterpieceSupplyMultiplier#1",61,0,"Bloodhempen Chestwrap of Casting",1,False,540,420,300,476,88,"MasterpieceSupplyMultiplier#1",61,0,"Bloodhempen Skirt",1,False,540,420,300,327,85,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
94,"weaver",62,"Yellow Crafters' Scrip","Ruby Cotton Bandana of Striking",1,False,580,460,330,250,70,"MasterpieceSupplyMultiplier#1",62,0,"Ruby Cotton Gambison",1,False,670,520,370,342,105,"MasterpieceSupplyMultiplier#1",63,0,"Ruby Cotton Gilet of Scouting",1,False,670,520,370,289,88,"MasterpieceSupplyMultiplier#1",63,0,"Ruby Cotton Smalls",1,False,670,520,370,342,105,"MasterpieceSupplyMultiplier#1",63,0,"Ruby Cotton Longkilt",1,False,670,520,370,342,105,"MasterpieceSupplyMultiplier#1",63,0,"Ruby Cotton Sash of Casting",1,False,580,460,330,194,53,"MasterpieceSupplyMultiplier#1",62,0,"Ruby Cotton Coatee",1,False,670,520,370,342,105,"MasterpieceSupplyMultiplier#1",63,0,"Ruby Cotton Bottoms",1,False,670,520,370,342,105,"MasterpieceSupplyMultiplier#1",63,0
95,"weaver",64,"Yellow Crafters' Scrip","Kudzu Longkilt of Fending",1,False,750,580,420,373,126,"MasterpieceSupplyMultiplier#1",64,0,"Kudzu Tunic of Aiming",1,False,820,630,450,400,143,"MasterpieceSupplyMultiplier#1",65,0,"Kudzu Trousers of Scouting",1,False,750,580,420,423,144,"MasterpieceSupplyMultiplier#1",64,0,"Kudzu Hat of Healing",1,False,750,580,420,273,90,"MasterpieceSupplyMultiplier#1",64,0,"Kudzu Robe of Healing",1,False,820,630,450,400,144,"MasterpieceSupplyMultiplier#1",65,0,"Kudzu Longkilt of Casting",1,False,750,580,420,423,144,"MasterpieceSupplyMultiplier#1",64,0,"Kudzu Corset of Casting",1,False,750,580,420,273,89,"MasterpieceSupplyMultiplier#1",64,0,"Kudzu Cap of Crafting",1,False,820,630,450,328,72,"MasterpieceSupplyMultiplier#1",65,0
96,"weaver",66,"Yellow Crafters' Scrip","Serge Hat of Aiming",1,False,890,690,500,267,94,"MasterpieceSupplyMultiplier#1",66,0,"Serge Hose of Aiming",1,False,970,760,540,380,147,"MasterpieceSupplyMultiplier#1",67,0,"Serge Hose of Healing",1,False,970,760,540,380,147,"MasterpieceSupplyMultiplier#1",67,0,"Serge Hat of Casting",1,False,890,690,500,267,94,"MasterpieceSupplyMultiplier#1",66,0,"Serge Gambison of Casting",1,False,970,760,540,380,147,"MasterpieceSupplyMultiplier#1",67,0,"Serge Sarouel of Crafting",1,False,970,760,540,245,93,"MasterpieceSupplyMultiplier#1",67,0,"Serge Sarouel of Gathering",1,False,970,760,540,245,93,"MasterpieceSupplyMultiplier#1",67,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
97,"alchemist",60,"Yellow Crafters' Scrip","Koppranickel Index",1,False,540,420,300,447,94,"MasterpieceSupplyMultiplier#1",61,0,"Koppranickel Codex",1,False,540,420,300,447,94,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
98,"alchemist",62,"Yellow Crafters' Scrip","Gyuki Leather Grimoire",1,False,580,460,330,307,88,"MasterpieceSupplyMultiplier#1",62,0,"Gyuki Leather Codex",1,False,580,460,330,307,88,"MasterpieceSupplyMultiplier#1",62,0,"Potent Spiritbond Potion",1,False,580,460,330,307,46,"MasterpieceSupplyMultiplier#1",62,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
99,"alchemist",64,"Yellow Crafters' Scrip","Tigerskin Grimoire",1,False,820,630,450,306,109,"MasterpieceSupplyMultiplier#1",65,0,"Tigerskin Codex",1,False,820,630,450,306,101,"MasterpieceSupplyMultiplier#1",65,0,"Competent Craftsman's Tea",1,False,750,580,420,273,48,"MasterpieceSupplyMultiplier#1",64,0,"Commanding Craftsman's Tea",1,False,820,630,450,258,49,"MasterpieceSupplyMultiplier#1",65,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
100,"alchemist",66,"Yellow Crafters' Scrip","Marid Leather Grimoire",1,False,970,760,540,245,92,"MasterpieceSupplyMultiplier#1",67,0,"Marid Leather Codex",1,False,970,760,540,245,92,"MasterpieceSupplyMultiplier#1",67,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
101,"culinarian",60,"Yellow Crafters' Scrip","Loquat Juice",1,False,540,420,300,246,32,"MasterpieceSupplyMultiplier#1",61,0,"Baklava",1,False,540,420,300,286,20,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
102,"culinarian",62,"Yellow Crafters' Scrip","Buckwheat Tea",1,False,580,460,330,235,39,"MasterpieceSupplyMultiplier#1",62,0,"Popoto Soba",1,False,670,520,370,261,42,"MasterpieceSupplyMultiplier#1",63,0,"Grilled Turban",1,False,670,520,370,143,14,"MasterpieceSupplyMultiplier#1",63,0,"Charred Charr",1,False,580,460,330,104,9,"MasterpieceSupplyMultiplier#1",62,0,"Kasha",1,False,580,460,330,235,32,"MasterpieceSupplyMultiplier#1",62,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
103,"culinarian",64,"Yellow Crafters' Scrip","Shorlog",1,False,820,630,450,194,30,"MasterpieceSupplyMultiplier#1",65,0,"Sweet and Sour Frogs' Legs",1,False,820,630,450,219,48,"MasterpieceSupplyMultiplier#1",65,0,"Gameni",1,False,820,630,450,234,53,"MasterpieceSupplyMultiplier#1",65,0,"Crab Croquette",1,False,750,580,420,235,42,"MasterpieceSupplyMultiplier#1",64,0,"Miso Soup with Tofu",1,False,750,580,420,205,34,"MasterpieceSupplyMultiplier#1",64,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
104,"culinarian",66,"Yellow Crafters' Scrip","Persimmon Pudding",1,False,970,760,540,215,49,"MasterpieceSupplyMultiplier#1",67,0,"Egg Foo Young",1,False,970,760,540,222,39,"MasterpieceSupplyMultiplier#1",67,0,"Tempura Platter",1,False,890,690,500,215,37,"MasterpieceSupplyMultiplier#1",66,0,"Steppe Salad",1,False,890,690,500,211,58,"MasterpieceSupplyMultiplier#1",66,0,"Fish Stew",1,False,970,760,540,218,38,"MasterpieceSupplyMultiplier#1",67,0,"Warrior's Stew",1,False,890,690,500,218,58,"MasterpieceSupplyMultiplier#1",66,0,"Nomad Meat Pie",1,False,890,690,500,215,47,"MasterpieceSupplyMultiplier#1",66,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
105,"miner",50,"Yellow Gatherers' Scrip","Dragon Obsidian",1,False,370,340,240,56,5,"MasterpieceSupplyMultiplier#2",50,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
106,"miner",50,"Yellow Gatherers' Scrip","Yellow Copper Ore",1,False,370,340,240,300,12,"MasterpieceSupplyMultiplier#6",50,3,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
107,"miner",51,"Yellow Gatherers' Scrip","Pyrite",1,False,370,340,240,300,12,"MasterpieceSupplyMultiplier#6",51,0,"Yellow Quartz",1,False,370,340,240,300,12,"MasterpieceSupplyMultiplier#6",52,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
108,"miner",53,"Yellow Gatherers' Scrip","Chalcocite",1,False,500,450,320,300,13,"MasterpieceSupplyMultiplier#6",53,0,"Limonite",1,False,500,450,400,300,14,"MasterpieceSupplyMultiplier#6",54,0,"Green Quartz",1,False,500,450,400,300,14,"MasterpieceSupplyMultiplier#6",55,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
109,"miner",56,"Yellow Gatherers' Scrip","Fossilized Dragon Bone",1,False,500,470,450,45,8,"MasterpieceSupplyMultiplier#3",56,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
110,"miner",59,"Yellow Gatherers' Scrip","Tektite",1,False,500,470,450,44,9,"MasterpieceSupplyMultiplier#3",59,0,"Eventide Jade",1,False,500,470,450,44,10,"MasterpieceSupplyMultiplier#3",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
111,"miner",56,"Yellow Gatherers' Scrip","Abalathian Rock Salt",1,False,500,470,450,300,20,"MasterpieceSupplyMultiplier#7",56,0,"Light Kidney Ore",1,False,500,470,450,300,20,"MasterpieceSupplyMultiplier#7",57,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
