Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？
184,1,0,0,0,0,/pvpprofile,/pvppro,/对战资料<br>/pvpprofile、/pvppro<br>打开对战资料窗口。,/对战资料,,0,0
185,1,0,0,0,0,/companion,/comp,/搭档<br>/companion、/comp<br>打开搭档窗口。,/搭档,/comp,32,0
186,1,0,0,0,0,/keyitem,/kitem,/任务道具(/关键道具)<br>/keyitem、/kitem<br>打开任务道具窗口。,/任务道具,/关键道具,32,0
187,1,0,0,0,0,/challengelog,,/挑战笔记(/挑战)<br>/challengelog<br>打开挑战笔记。,/挑战笔记,/挑战,32,0
188,1,0,0,0,0,/sightseeinglog,,/探索笔记(/探索)<br>/sightseeinglog<br>打开探索笔记。,/探索笔记,/探索,32,0
189,1,0,0,0,0,/goldsaucer,/saucer,/金碟游乐场(/金碟)<br>/goldsaucer、/saucer<br>打开金碟游乐场窗口。,/金碟游乐场,/金碟,32,0
190,1,0,0,0,0,/currency,,/货币一览(/货币)<br>/currency<br>打开货币一览窗口。,/货币一览,/货币,32,0
191,1,0,0,0,0,/aethercurrent,/acurrent,/风脉泉(/风脉)<br>/aethercurrent、/acurrent<br>打开风脉泉窗口。,/风脉泉,/风脉,32,0
192,1,0,0,0,0,/logcolor,/lcolor,/消息颜色<br>/logcolor、/lcolor<br>打开消息颜色设置窗口。,/消息颜色,,32,0
193,1,0,0,0,0,/playguide,/pguide,/资讯中心(/资讯)<br>/playguide、/pguide<br>打开资讯中心窗口。,/资讯中心,/资讯,32,0
194,1,0,0,0,0,/generaldutykey,/gdutykey,/任务通用键<br>/generaldutykey、/gdutykey<br>执行任务通用键。<br><br>>>示例<br>危命任务范围内<br>切换等级同步。,/任务通用键,,40,0
195,1,0,0,0,0,/raidfinder,/rfinder,/大型任务搜索器<br>/raidfinder、/rfinder<br>打开大型任务搜索器。,/大型任务搜索器,,0,0
196,1,0,0,0,0,/orchestrion,,/管弦乐琴<br>/orchestrion<br>打开管弦乐琴乐谱集窗口。,/管弦乐琴,,32,0
197,2,1,0,0,0,/countdown,/cd,/倒计时 子命令<br>/countdown、/cd<br>设置战斗开始倒计时时间。<br>>>子命令<br>{{color|id=506|秒数(5-30)}}<br>　实行指定时间的战斗开始倒计时。以文本指令实行此操作时将不会保存指定秒数，同时也不会在消息窗口中显示每5秒一次的通知信息。<br>{{color|id=506|无子命令}}<br>　打开战斗开始倒计时窗口。<br>>>示例<br>/倒计时 10<br>执行10秒的战斗开始倒计时。,/倒计时,,32,0
198,1,0,0,0,0,/contactlist,,/战友列表<br>/contactlist<br>打开战友列表。,/战友列表,,32,0
199,1,0,0,0,0,/mountspeed,,/坐骑速度<br>/mountspeed<br>打开坐骑速度窗口。,/坐骑速度,,32,0
201,2,1,1,0,0,/?,,/? 指令名<br>显示指定指令的说明。,,,189,0
202,2,1,0,0,0,/wait,,/等待 等待时间<br>/wait<br>在宏指令中用来调整时间的命令。<br>等待时间设为“1”相当于1秒。<br>等待时间最多可以设置为60，超过60会按不等待处理。,/等待,,181,0
204,2,1,2,0,0,/legacymark,/lmark,/十二神印记(/神印) 子命令<br>/legacymark、/lmark<br>设置是否显示自己角色的十二神印记。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　显示十二神印记。<br>{{color|id=506|关(off)}}<br>　不显示十二神印记。<br>{{color|id=506|无子命令}}<br>　在显示与不显示之间切换。,/十二神印记,/神印,60,0
206,2,1,2,0,0,/gcsalute,,/军礼 子命令<br>/gcsalute<br>以所属大国防联军的标准行军礼。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>　只做动作。<br>{{color|id=506|无子命令}}<br>　做出动作并显示文字提示。,/军礼,,293,0
207,3,3,0,2,7,/macroicon,/micon,/宏图标 图标名 分类名<br>/macroicon、/micon<br>用户宏专用。在热键栏上显示指定图标名的图标，在同一个用户宏命令内只能生效一次。<br>>>分类名<br>{{color|id=506|技能(action)}}<br>　…将技能名指定到图标名上，可以显示出该技能的图标及技能的复唱时间、所需魔力等情报。<br>{{color|id=506|青魔法技能(blueaction)}}<br>　…将技能名指定到图标名上，可以显示出该技能的图标及技能的复唱时间、所需魔力等情报。<br>{{color|id=506|对战技能(pvpaction)}}<br>　…将对战技能名指定到图标名上，可以显示出该技能的图标及技能的复唱时间、所需魔力等情报。<br>{{color|id=506|共通技能(general)}}<br>　…将共通技能名指定到图标名上，可以显示出该技能的图标及技能的复唱时间。<br>{{color|id=506|情感动作(emote)}}<br>　…将情感动作名指定到图标名上，可以显示出该情感动作的图标。<br>{{color|id=506|搭档(buddy) 搭档名}}<br>　…将搭档技能名指定到图标名上，可以显示出该技能的图标。搭档名可以省略。<br>{{color|id=506|召唤兽(pet)}}<br>　…将召唤兽技能名指定到图标名上，可以显示出该技能的图标。<br>{{color|id=506|宠物(minion)}}<br>　…将宠物名指定到图标名上，可以显示出该宠物的图标。<br>{{color|id=506|坐骑(mount)}}<br>　…将坐骑名指定到图标名上，可以显示出该坐骑的图标。<br>{{color|id=506|道具(item)}}<br>　…将道具名指定到图标名上，可以显示出该道具的图标和持有数量。<br>{{color|id=506|标记(marking)}}<br>　…将标记名指定到图标名上，可以显示出该标记的图标。<br>{{color|id=506|场景标记(waymark)}}<br>　…将场景标记名指定到图标名上，可以显示出该场景标记的图标。<br>{{color|id=506|套装(gearset)}}<br>　…将套装编号指定到图标名上，可以显示出该套装的图标。<br>{{color|id=506|职业(classjob)}}<br>　…将职业名指定到图标名上，可以显示出该职业的图标。<br>{{color|id=506|快捷发言(quickchat)}}<br>　…将快捷发言名指定到图标名上，可以显示出该快捷发言的图标。<br>※省略分类<br>　…会按照技能名来处理。,/宏图标,,36,0
208,2,1,3,0,0,/recast,,/复唱时间(/复唱) 技能名<br>/recast<br>在对话框内显示技能的复唱时间，即还有多久可以再次使用。<br>>>示例<br>/复唱时间 以太超流<br>显示距离可再次使用“以太超流”技能还有多少时间。,/复唱时间,/复唱,36,0
209,4,1,2,0,0,/gearset,/gs,/套装 子命令<br>/gearset、/gs<br>进行套装相关的操作。<br>>>子命令<br>{{color|id=506|更换(change) 套装编号 投影模板编号(1-15)}}<br>　装备指定编号的套装，如果输入了投影模板编号，则同时对套装进行投影。投影模板编号可省略。<br>{{color|id=506|查看(view) 套装编号}}<br>　查看指定编号套装的内容。<br>{{color|id=506|保存(save) 套装编号}}<br>　将当前穿着的装备保存到指定编号的位置中；省略编号的情况下会自动登录到最小空位编号中；指定编号已有内容时会直接覆盖保存。<br>{{color|id=506|清除(remove) 套装编号}}<br>　删除指定编号的套装，装备本身不会被删除。<br>{{color|id=506|无子命令}}<br>　打开套装列表。<br>>>示例<br>/套装 更换 1 2<br>装备编号1的套装并将其投影成投影模板编号2的外观。,/套装,,32,0
210,4,2,2,2,0,/itemsort,/isort,/道具整理(整理) 子命令<br>/itemsort、/isort<br>可以以比“自动整理”更加详细的设置来整理物品的排列顺序。该命令中设置的条件与原有的“自动整理”条件不会发生冲突，只会对该命令有影响。<br><br>>>子命令<br>{{color|id=506|条件(condition) 对象 条件 顺序}}<br>　在指定的对象范围内将指定的顺序设置为排列条件。<br>{{color|id=506|实行(execute) 对象}}<br>　在指定的对象范围内以设置的条件进行排列。<br>{{color|id=506|撤除(clear) 对象}}<br>　撤除指定对象范围内设置的排列条件，该状态下由于排列条件已经撤除，通过命令进行排列时不会有任何效果。<br><br>>>对象指定<br>物品(Inventory) 雇员物品(Retainer) 兵装库(ArmouryChest) 主手(main) 副手(sub) 头部(head) 身体(body) 手臂(hands) 腰带(waist) 腿部(legs) 脚部(feet) 颈部(neck) 耳部(ears) 腕部(wrists) 戒指(rings) 灵魂水晶(soul)<br><br>>>条件指定<br>道具编号(id) 精炼度(spiritbond) 道具种类(category) 装备等级(level) 物品品级(itemlevel) 打包数量(stack) 优质道具(hq) 魔晶石数(materia) 物理基本性能(physicaldamage) 魔法基本性能(magicdamage) 攻击间隔(delay) 物理自动攻击(physicalautoattack) 格挡发动力(blockrate) 格挡性能(blockstrength) 物理防御力(defense) 魔法防御力(magicdefense) 力量(str) 灵巧(dex) 耐力(vit) 智力(int) 精神(mnd) 作业精度(craftsmanship) 加工精度(control) 获得力(gathering) 鉴别力(perception) 分栏(tab)<br><br>>>顺序指定<br>升序(asc) 降序(des)<br>※顺序省略时会按照升序进行处理。<br>※条件指定设为“分栏(tab)”时不需要设置。<br><br>>>示例<br>/道具整理 条件 主手 精炼度 升序<br>/道具整理 条件 主手 物品品级 降序<br>/道具整理 实行 主手<br>将兵装库内主手栏下的排列条件设为精炼度升序及道具品级降序，并开始进行整理。,/道具整理,/整理,36,0
211,2,1,2,0,0,/random,,/随机数<br>/random<br>在0～999的数字中随机抽选出一个并显示在消息窗口中。在说话范围内的玩家都能够看到结果。,/随机数,,36,0
212,1,0,0,0,0,/instance,,/副本区检查<br>/instance<br>检查当前所在地区是否为副本区域，并在消息窗口中显示结果。,/副本区检查,/副本区,60,0
213,1,0,0,0,0,/cleartellhistory,/cth,/清除悄悄话记录<br>/cleartellhistory、/cth<br>将悄悄话的历史记录全部清除。,/清除悄悄话记录,,60,0
214,1,0,0,0,0,/macrolock,/mlock,/锁定宏指令(/锁宏)<br>/macrolock、/mlock<br>宏指令专用，使用该命令之后，在同一个宏内的所有指令完成之前不允许执行其他宏指令。,/锁定宏指令,/锁宏,36,0
215,2,1,2,0,0,/macroerror,/merror,/宏错误提示 子命令<br>/macroerror、/merror<br>宏命令专用。设置是否显示在运行宏命令的过程中出现的错误提示。宏命令运行前默认为显示状态。宏命令结束后，即使之前设置成了不显示状态，也会自动回到默认的显示状态。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　显示错误提示。<br>{{color|id=506|关(off)}}<br>　不显示错误提示。<br>{{color|id=506|无子命令}}<br>　在显示与不显示之间切换。,/宏错误提示,,36,0
216,1,0,0,0,0,/clearlog,/cl,/清除消息记录<br>/clearlog、/cl<br>将消息栏的历史记录全部清除。,/清除消息记录,,509,0
217,0,0,0,0,0,/macrocancel,/mcancel,/取消宏<br>/macrocancel、/mcancel<br>只能在对话栏中输入。停止正在执行的宏指令。,/取消宏,,165,0
218,1,0,0,0,0,/playtime,/ptime,/游戏时间<br>/playtime、/ptime<br>显示当前角色的累计游戏时间。,/游戏时间,,60,0
219,1,0,0,0,0,/grouppose,/gpose,/集体动作<br>/grouppose、/gpose<br>执行集体动作。<br>>>功能内操作<br>显示镜头设置窗口<br>{{fonticon|10|t=30}}/R键、小键盘*/鼠标滚轮<br>角色面朝镜头方向(开/关)<br>{{fonticon|11|t=30}}/空格键<br>镜头位置打光<br>{{fonticon|13|t=30}}/X键<br>全体动作暂停<br>{{fonticon|14|t=30}}/1键<br>目标动作暂停<br>{{fonticon|15|t=30}}/2键<br>切换注视目标<br>{{fonticon|6|t=30}}/Tab、Shift+Tab键<br>调整构图<br>{{fonticon|20|t=30}}/W、A、S、D、Q、E键<br>重置构图<br>{{fonticon|16|t=18}}/Z键,/集体动作,,32,0
220,2,0,0,0,0,/itemsearch,/isearch,/道具检索 关键词<br>/itemsearch、/isearch<br>只能在对话栏中输入。可以通过输入关键词对所持物品进行检索。<br>检索对象为装备中的物品、背包、陆行鸟鞍囊、兵装库、雇员物品栏、收藏柜、投影台。<br>>>示例<br>/道具检索 恢复药<br>检索所持品中名称包含了关键词“恢复药”的道具。,/道具检索,,32,3000
221,2,0,0,0,0,/idlingcamera,/icam,/观景视角 代名词<br>/idlingcamera、/icam<br>切换为景观视角。<br>代名词可以省略。在指定了代名词的情况下，摄像机镜头将会锁定该目标进行观景。如果指定的目标无法作为锁定目标进行观景，则会随机进行观景。<br>>>功能内操作<br>显示镜头设置窗口<br>{{fonticon|10|t=30}}/R键、小键盘*/鼠标滚轮<br>暂时停止或继续进行观景视角的切换<br>{{fonticon|8|t=30}}/小键盘0/左键单击<br>切换场景<br>{{fonticon|6|t=30}}/Tab、Shift+Tab键<br>调整构图<br>{{fonticon|20|t=30}}/W、A、S、D、Q、E键<br>重置构图<br>{{fonticon|16|t=18}}/Z键<br>>>示例<br>/观景视角<br>随机选择对象执行观景。<br>/观景视角 <目标><br>选择指定目标作为对象来执行观景。,/观景视角,,40,0
223,2,1,2,0,0,/duelswitch,,/决斗申请拦截 子命令<br>/duelswitch<br>更改是否接受决斗申请的设置。<br>>>子命令<br>{{color|id=506|开(on)}}<br>强制拒绝决斗申请。<br>{{color|id=506|关(off)}}<br>接受决斗申请。<br>{{color|id=506|无子命令}}<br>在拒绝和接受之间切换。<br>>>示例<br>/决斗申请拦截 开<br>强制拒绝决斗申请。,/决斗申请拦截,,4,0
224,2,1,2,0,0,/beginnerchannelinvitation,/bchannelinvitation,/接受新人频道的邀请（/新人邀请） 子命令<br>/beginnerchannelinvitation、/bchannelinvitation<br>更改是否接受新人频道的邀请。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　接受邀请。<br>{{color|id=506|关(off)}}<br>　自动拒绝邀请。<br>{{color|id=506|无子命令}}<br>　在接受和拒绝之间切换。<br><br>>>示例<br>/接受新人频道的邀请 开<br>　接受邀请。,/接受新人频道的邀请,/新人邀请,189,1000
225,1,0,0,0,0,/beginnerchannelleave,/bchannelleave,/退出新人频道（/退新）<br>/beginnerchannelleave、/bchannelleave<br>从新人频道中退出。<br>{{color|id=506|新人及回归者专用。}},/退出新人频道,/退新,189,1000
226,3,2,7,15,0,/egiglamour,,/召唤兽投影 召唤兽的名字 外貌<br>/egiglamour、/egimirage<br>可以改变接下来召唤的召唤兽外貌。<br>但在对战任务中无效。<br>>>召唤兽的名字<br>迦楼罗之灵<br>泰坦之灵<br>伊弗利特之灵<br>>>外貌<br>绿宝石兽<br>黄宝石兽<br>红宝石兽<br>{{color|id=506|省略外貌或在外貌处输入“撤除(clear)”}}<br>召唤兽会恢复原状。<br>>>示例<br>/召唤兽投影 泰坦之灵 红宝石兽<br>将泰坦之灵的外貌变成红宝石兽。,/召唤兽投影,/egimirage,36,0
227,3,1,2,0,0,/title,,/称号 子命令<br>/title<br>改变称号。<br>>>子命令<br>{{color|id=506|设置 称号名}}<br>　将称号设置为称号名对应的称号。<br>{{color|id=506|撤除}}<br>　将称号撤除。<br>{{color|id=506|无子命令}}<br>　将称号变为随机一个已获得的称号。<br>>>示例<br>/称号 设置 银剑<br>　将称号设为“银剑”。,/称号,/title,36,1000
228,2,1,2,0,0,/bahamutsize,,/巴哈姆特尺寸 子命令<br>/bahamutsize<br>变更亚灵神巴哈姆特的尺寸。<br>本设定在对战区域内无效。<br>另外，本设定只对自身生效，无法改变他人的巴哈姆特尺寸。<br><br>>>子命令<br>{{color|id=506|大}}<br>　将亚灵神巴哈姆特的尺寸变为“大”。<br>{{color|id=506|中}}<br>　将亚灵神巴哈姆特的尺寸变为“中”。<br>{{color|id=506|小}}<br>　将亚灵神巴哈姆特的尺寸变为“小”。<br>{{color|id=506|无子命令}}<br>　按“小→中→大”的顺序切换设置。<br>>>示例<br>/巴哈姆特尺寸 中<br>　将亚灵神巴哈姆特的尺寸变为“中”。,/巴哈姆特尺寸,/bahamutsize,36,0
229,6,3,2,2,2,/alarm,,"/闹钟 子命令<br>/alarm<br>设置闹钟。<br>>>子命令<br>{{color|id=506|""闹钟名"" 时间类型(本、服、艾) 重复通知(重复) 时间(0000-2400) 提前(0-60)分钟提醒}}<br>　设定在指定时间进行通知提醒的闹钟。<br>　加上重复(rp)子命令时闹钟会每小时提醒一次。<br>　重复与提前多少分钟提醒的子命令可以省略。<br>{{color|id=506|撤除}}<br>　将设定的闹钟全部删除。<br>{{color|id=506|无子命令}}<br>　打开闹钟窗口。<br><br>>>时间类型<br>本（lt） 本地时间<br>服（st） 服务器时间<br>艾（et） 艾欧泽亚时间<br><br>>>示例<br>/闹钟 ""集合时间"" 本 2000 10<br>　设定一个名为集合时间的闹钟，在本地时间20点前提前10分钟提醒。<br>/闹钟 ""休息"" 本 重复 30<br>　设定一个名为休息的闹钟，在本地时间每个小时的30分时提醒。",/闹钟,,32,0
231,2,1,2,0,0,/busy,,/忙碌 子命令<br>/busy<br>将在线状态设置为“忙碌”。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　将状态改成“忙碌”。<br>{{color|id=506|关(off)}}<br>　将状态改回“在线”。<br>{{color|id=506|无子命令}}<br>　在“忙碌”与“在线”之间切换。,/忙碌,,36,0
232,2,1,2,0,0,/away,/afk,/离开(/离) 子命令<br>/away、/afk<br>将在线状态设置为“离开”。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　将状态改成“离开”。<br>{{color|id=506|关(off)}}<br>　将状态改回“在线”。<br>{{color|id=506|无子命令}}<br>　在“离开”与“在线”之间切换。,/离开,/离,36,0
233,1,0,0,0,0,/lookingforparty,/lfp,/希望组队 子命令 职业<br>/lookingforparty、/lfp<br>将在线状态设置为“希望组队”，并附加希望组队的职业。<br>>>职业(※可以指定多个职业，顺序不限)<br>剑术师(GLA)　格斗家(PGL)　斧术师(MRD)　枪术师(LNC)　弓箭手(ARC)　双剑师(ROG)　幻术师(CNJ)　咒术师(THM)　秘术师(ACN)　刻木匠(CRP)　锻铁匠(BSM)　铸甲匠(ARM)　雕金匠(GSM)　制革匠(LTW)　裁衣匠(WVR)　炼金术士(ALC)　烹调师(CUL)　采矿工(MIN)　园艺工(BTN)　捕鱼人(FSH)　骑士(PLD)　武僧(MNK)　战士(WAR)　龙骑士(DRG)　吟游诗人(BRD)　忍者(NIN)　白魔法师(WHM)　黑魔法师(BLM)　召唤师(SMN)　学者(SCH)　暗黑骑士(DRK)　机工士(MCH)　占星术士(AST)　武士(SAM)　赤魔法师(RDM)　青魔法师(BLU)　绝枪战士(GNB)　舞者(DNC)<br>※省略该条件会默认为指定当前职业。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　将状态改成“希望组队”。<br>{{color|id=506|关(off)}}<br>　将状态改回“在线”。<br>{{color|id=506|无子命令}}<br>　在“希望组队”与“在线”之间切换。,/希望组队,,36,0
234,2,1,2,0,0,/lookingformeld,/lfm,/接受镶嵌魔晶石请求(/镶嵌魔晶石) 子命令<br>/lookingformeld、/lfm<br>将在线状态设置为“接受镶嵌魔晶石请求”。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　将状态改成“接受镶嵌魔晶石请求”。<br>{{color|id=506|关(off)}}<br>　将状态改回“在线”。<br>{{color|id=506|无子命令}}<br>　在“接受镶嵌魔晶石请求”与“在线”之间切换。,/接受镶嵌魔晶石请求,/镶嵌魔晶石,36,0
235,1,0,0,0,0,/searchcomment,/scomment,/个人签名(/签名) 文字内容<br>/searchcomment、/scomment<br>将指定文字内容设置成搜索玩家时的签名。,/个人签名,/签名,36,0
236,2,1,2,0,0,/beginnerstatus,/bstatus,/新人状态 子命令<br>/beginnerstatus、/bstatus<br>更改自己的新人在线状态。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启新人状态。<br>{{color|id=506|关(off)}}<br>　解除新人状态。<br>{{color|id=506|无子命令}}<br>　在开启与解除之间切换。<br>>>示例<br>/新人状态 开<br>开启新人状态。,/新人状态,,36,1000
237,2,1,2,0,0,/beginnerchannel,/bchannel,/加入新人频道 子命令<br>/beginnerchannel、/bchannel<br>设置指导者是否自动加入新人频道。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启自动加入新人频道的设置，并加入新人频道。<br>{{color|id=506|关(off)}}<br>　解除自动加入新人频道的设置，如果已经加入了新人频道则会退出。<br>{{color|id=506|无子命令}}<br>　在开启与解除之间切换。<br>>>示例<br>/加入新人频道 开<br>开启自动加入新人频道的设置。<br>,/加入新人频道,/bchannel,36,1000
238,1,0,0,0,0,/returnerstatusoff,,/解除回归者状态<br>/returnerstatusoff<br>解除回归者状态。,/解除回归者状态,,36,1000
239,2,1,2,0,0,/roleplaying,,/角色扮演中 子命令<br>/roleplaying<br>将在线状态设置为“角色扮演中”。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　将状态改成“角色扮演中”。<br>{{color|id=506|关(off)}}<br>　将状态改回“在线”。<br>{{color|id=506|无子命令}}<br>　在“角色扮演中”与“在线”之间切换。,/角色扮演中,/roleplaying,36,0
251,3,1,3,0,0,/action,/ac,/技能 技能名 代名词<br>/action、/ac<br>对指定目标使用指定技能。以自己为目标的技能可以省略输入代名词。<br>如果身处无法使用技能的环境，或者还没有学会指定技能，则命令无效。<br>在技能会使用到地面目标的情况下，会对指定目标使用指定技能。省略代名词时则会启动地面目标模式。<br>>>示例<br>/技能 重劈 <目标><br>对当前所选择的对象执行技能“重劈”。<br>/技能 治疗 <2><br>对小队列表中的2号队员执行技能“治疗”。,/技能,,36,0
252,2,1,2,0,0,/battlemode,/bm,/武器状态 子命令<br>/battlemode、/bm<br>切换拔出和收回武器状态。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　切换到拔出武器状态<br>{{color|id=506|关(off)}}<br>　切换到收回武器状态<br>{{color|id=506|无子命令}}<br>　在拔出和收回武器状态之间切换。,/武器状态,,36,0
253,2,0,0,0,0,/target,/ta,/选中 代名词<br>/target、/ta<br>选中指定的玩家。<br>离自己过远的玩家无法选中。<br>>>示例<br>/选中 <2><br>选中小队列表中的2号队员。,/选中,,36,0
254,1,0,0,0,0,/targetpc,/tpc,/选中最近玩家(/最近玩家)<br>/targetpc、/tpc<br>选中可选范围内离自己距离最近的玩家。,/选中最近玩家,/最近玩家,36,0
255,1,0,0,0,0,/targetnpc,/tnpc,/选中最近非玩家(/最近非玩家)<br>/targetnpc、/tnpc<br>选中可选范围内离自己最近的非玩家角色。,/选中最近非玩家,/最近非玩家,36,0
256,1,0,0,0,0,/targetenemy,/tenemy,/选中最近敌人(/最近敌人)<br>/targetenemy、/tenemy<br>选中可选范围内离自己距离最近的敌人。,/选中最近敌人,/最近敌人,36,0
257,1,0,0,0,0,/battletarget,/bt,/战斗目标<br>/battletarget、/bt<br>选中敌视自己的距离最近的敌人。,/战斗目标,,36,0
258,2,0,0,0,0,/assist,/as,/目标的目标 代名词<br>/assist、/as<br>将指定玩家的当前选中的目标作为自己的目标选中。<br>>>示例<br>/目标的目标 <2><br>选中小队列表中的2号队员选中的目标。,/目标的目标,,36,0
259,1,0,0,0,0,/facetarget,/ft,/转向目标<br>/facetarget、/ft<br>转身面向当前所选目标的方向。,/转向目标,,36,0
260,1,0,0,0,0,/nexttarget,/nt,/右侧选择<br>/nexttarget、/nt<br>从屏幕右侧开始按顺时针方向顺次选中敌人。,/右侧选择,,36,0
261,1,0,0,0,0,/previoustarget,,/左侧选择<br>/previoustarget<br>从屏幕左侧开始按逆时针方向顺次选中敌人。,/左侧选择,,36,0
262,1,0,0,0,0,/targetlasttarget,/tlt,/上次目标<br>/targetlasttarget、/tlt<br>选中上次选中的目标。,/上次目标,,36,0
263,1,0,0,0,0,/targetlastenemy,/tle,/前次敌人<br>/targetlastenemy、/tle<br>重新选中前一次选中的敌人。,/前次敌人,,36,0
264,2,1,2,0,0,/lockon,/lo,/锁定 子命令<br>/lockon、/lo<br>锁定或解除锁定当前选中的目标。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　锁定目标。<br>{{color|id=506|关(off)}}<br>　解除锁定。<br>{{color|id=506|无子命令}}<br>　在锁定与解除锁定之间切换。,/锁定,,36,0
265,2,0,0,0,0,/focustarget,,/焦点目标(/焦点) 代名词<br>/focustarget<br>将指定玩家设置为焦点目标。省略代名词会指定当前所选目标为焦点目标。<br>>>示例<br>/焦点目标 <目标><br>将当前所选择的目标设置为焦点目标。,/焦点目标,/焦点,36,0
267,3,1,5,0,0,/petaction,/pac,/召唤兽技能 召唤兽技能名 代名词<br>/petaction、/pac<br>命令召唤兽对指定目标使用指定召唤兽技能。以自己或召唤兽为目标的技能可省略输入代名词。如果身处无法使用技能的环境，或者指定召唤兽技能以外的技能，或者还没有学会指定召唤兽技能，则命令无效。<br>>>示例<br>/召唤兽技能 等待指示<br>让召唤兽执行“等待指示”的命令。,/召唤兽技能,,36,0
268,2,1,6,0,0,/companionaction,/cac,/搭档技能 搭档技能名<br>/companionaction、/cac<br>命令搭档使用指定搭档技能。无需指定目标。如果身处无法使用技能的环境，或者命令搭档技能以外的技能，或者还没有学会命令的搭档技能，则命令无效。<br>>>示例<br>/搭档技能 自由战术<br>让搭档执行“自由战术”的命令。,/搭档技能,/cac,36,0
269,1,0,0,0,0,/facecamera,/fcam,/面向镜头<br>/facecamera、/fcam<br>将角色视线转向镜头视角，再次发动时会解除。,/面向镜头,,36,0
270,2,1,2,0,0,/levelsync,/lsync,/等级同步 子命令<br>/levelsync、/lsync<br>在危命任务等有等级限制的情况时使用这个命令可以进行等级同步。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　开启等级同步。<br>{{color|id=506|关(off)}}<br>　解除等级同步。<br>{{color|id=506|无子命令}}<br>　在开启或解除状态中切换。,/等级同步,,36,0
271,2,1,9,0,0,/mount,,/坐骑 坐骑名<br>/mount<br>乘上指定的坐骑。在骑乘状态下会跳下坐骑。省略坐骑名时也会跳下坐骑。在飞行状态时会迅速下降。<br>>>示例<br>/坐骑 专属陆行鸟<br>骑上坐骑“专属陆行鸟”。,/坐骑,,36,0
272,3,2,3,2,0,/additionalaction,/aaction,/额外技能 技能名 子命令<br>/additionalaction、/aaction<br>将指定的“额外技能（仅限大地使者）”设置到当前职业上。技能名使用“撤除(clear)”时会解除当前设定的所有已选技能。<br>>>子命令<br>{{color|id=506|开(on)}}<br>　设置指定技能。<br>{{color|id=506|关(off)}}<br>　解除指定技能。<br>{{color|id=506|无子命令}}<br>　在设置或解除技能中切换。<br>>>示例<br>/额外技能 三角测量 开<br>将“三角测量”设置为当前职业的额外技能。<br>/额外技能 撤除<br>解除当前职业所设置的额外技能。,/额外技能,,36,1000
273,3,1,10,0,0,/generalaction,/gaction,/共通技能 共通技能名 代名词<br>/generalaction、/gaction<br>对指定的玩家发动指定的共通技能。对于可以以自身为目标的共通技能可以省略代名词。处于无法发动共通技能的环境中指令无效，没有学会的共通技能也无法发动。<br>>>示例<br>/共通技能 随机坐骑<br>发动共通技能“随机坐骑”。<br>/共通技能 任务指令1 <目标><br>对目标发动任务指令中的第一个技能。,/共通技能,,36,0
274,2,1,8,0,0,/minion,,/宠物 宠物名<br>/minion<br>召唤出指定的宠物。在已经召唤出宠物的情况下，指定该宠物的名字或省略宠物名会让宠物离开。<br>>>示例<br>/宠物 巧儿陆行鸟<br>召唤出宠物“巧儿陆行鸟”。,/宠物,,36,0
275,2,0,0,0,0,/statusoff,,/解除状态 强化状态名<br>/statusoff<br>解除指定的强化状态效果。<br>>>示例<br>/解除状态 舍身<br>解除强化效果“舍身”。,/解除状态,,36,0
276,3,0,0,0,0,/addpvpaction,/apa,/对战额外技能 对战额外技能1 对战额外技能2<br>/addpvpaction、/apa<br>在对战技能中设置要追加的额外技能。需要同时设置两个技能。<br>>>示例<br>/对战额外技能 武器投掷 全力挥打<br>　…设置“武器投掷”和“全力挥打”这两个技能。,/对战额外技能,,36,1000
277,3,1,16,0,0,/pvpaction,/pvpac,/对战技能 对战技能名 代名词<br>/pvpaction、/pvpac<br>对指定目标使用指定技能。以自己为目标的技能可以省略输入代名词。向目标攻击类技能必须使用代名词。如果身处无法使用技能的环境，或者还没有学会指定技能，则命令无效。<br>在技能会使用到地面目标的情况下，会对指定目标使用指定技能。省略代名词时则会启动地面目标模式。<br>>>示例<br>/对战技能 暴风斩连击 <目标><br>　…对当前所选择的对象执行技能“连击”。,/对战技能,,4,0
