key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
42.11,8725648,2,"苍鹰啊，振翅吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.12,8725649,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.13,8725653,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.14,8612241,2,"鲜血女王的进军",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.15,8715333,2,"消逝的百合",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
43.0,8992911,2,"特级精金",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
43.1,8872828,2,"前往天外",3,False,1,"晓月之终途",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
43.2,9396828,2,"万魔殿的真相",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
44.0,8751915,2,"拂晓出征",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
44.1,9000193,2,"被绝望蚕食的大地",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
44.2,9167820,1," 岛上狂奔的河马",0,False,1," 新的配送服务",0,False,1," 河马也需要治愈",0,False,1," 斡兀立化身人趣诸神？！",0,False,1," 悌阳象族与魔邪象族",0,False,0,,0,False,0,0,0,False
45.0,8905301,2,"高洁的加雷马族",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
45.1,8905079,2,"无可替代的宝物",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
46.0,8465766,1,"叹息之海",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
46.1,8465762,2,"拯救星球的英雄",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
46.2,8794413,2,"拯救星球的英雄",2,False,2,"拯救星球的英雄",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
46.3,8464943,1,"过去的记录",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
46.4,9627908,1," 去寻找梦想吧！",0,False,1," 发明帅气的机器吧！",0,False,1," 来尝试烹饪吧！",0,False,1," 用情感来创作吧！",0,False,1," 开设播音电台吧！",0,False,0,,0,False,0,0,0,False
47.0,8964469,2,"尊严与和平",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.1,8998095,2,"尊严与和平",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.2,8998096,2,"尊严与和平",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.3,8626516,2,"＊＊战争＊＊的星球",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.4,8628847,2,"迷失的＊＊",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.5,8628848,2,"迷失的＊＊",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.6,8628849,2,"继续前进吧",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.7,8628850,2,"继续前进吧",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.8,8927217,2,"你好，世界",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.9,8773008,2,"你不是孤独一人",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.10,8802589,2,"你不是孤独一人",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.11,8483021,2,"你不是孤独一人",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.12,8996912,2,"你不是孤独一人",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.13,9342606,1," 宇宙尽头的咖啡厅",0,False,1," 生命、宇宙与咖啡豆",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.14,8961773,1,"电脑梦境斯提格玛四",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
47.15,9385708,2," 宇宙尽头的咖啡厅",1,False,2," 宇宙尽头的咖啡厅",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
48.0,8996066,1,"若是吃了你的咖喱",0,False,1,"那是青磷之光",0,False,1,"极限环境中的女人",0,False,1,"关于重要的时间",0,False,1,"美妙的结局",0,False,0,,0,False,0,0,0,False
48.1,8872864,1,"水脉的潮汐",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
48.2,8792715,1,"小鱼跃动的以太",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
49.0,8766060,2,"拂晓出征",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
49.1,8994337,2,"被绝望蚕食的大地",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.0,8964469,2,"尊严与和平",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.1,8998095,2,"尊严与和平",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.2,8998096,2,"尊严与和平",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.3,8626516,2,"＊＊战争＊＊的星球",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.4,8628847,2,"迷失的＊＊",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.5,8628848,2,"迷失的＊＊",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.6,8628849,2,"继续前进吧",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.7,8628850,2,"继续前进吧",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.8,8927217,2,"你好，世界",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.9,8773008,2,"你不是孤独一人",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.10,8802589,2,"你不是孤独一人",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.11,8483021,2,"你不是孤独一人",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.12,9060003,2,"你不是孤独一人",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.13,9342606,1," 宇宙尽头的咖啡厅",0,False,1," 生命、宇宙与咖啡豆",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.14,8961773,1,"电脑梦境斯提格玛四",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
50.15,9385708,2," 宇宙尽头的咖啡厅",1,False,2," 宇宙尽头的咖啡厅",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
