key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
686,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#170","NpcEquip#512",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
687,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#290","NpcEquip#592",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
688,,"Battalion#4","LinkRace#0",0,1,"ModelChara#551","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
689,,"Battalion#4","LinkRace#0",0,1,"ModelChara#552","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
690,,"Battalion#4","LinkRace#0",0,2,"ModelChara#26","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852049","BNpcParts#0",True,True,True,True,False,0,0,0
691,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#217","NpcEquip#178",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
692,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#213","NpcEquip#541",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
693,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#214","NpcEquip#541",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
694,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#164","NpcEquip#506",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
695,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
696,"Behavior#30177","Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
697,"Behavior#30177","Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
698,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#199","NpcEquip#522",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
699,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#164","NpcEquip#506",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
700,,"Battalion#4","LinkRace#0",0,1,"ModelChara#159","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
701,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#159","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
702,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#69","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
703,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#164","NpcEquip#506",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
704,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#199","NpcEquip#522",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
705,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
706,,"Battalion#5","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#416","NpcEquip#645",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
707,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#213","NpcEquip#543",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
708,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#214","NpcEquip#178",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
709,,"Battalion#4","LinkRace#0",0,0.9,"ModelChara#0","BNpcCustomize#217","NpcEquip#540",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
710,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#218","NpcEquip#178",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
711,,"Battalion#4","LinkRace#0",0,0.9,"ModelChara#0","BNpcCustomize#213","NpcEquip#545",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
712,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#245","NpcEquip#544",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
713,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#201","NpcEquip#524",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
714,,"Battalion#4","LinkRace#0",0,1,"ModelChara#148","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852047","BNpcParts#0",True,True,True,True,False,0,0,0
715,,"Battalion#0","LinkRace#0",0,1.2,"ModelChara#0","BNpcCustomize#278","NpcEquip#577",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0,0
716,,"Battalion#4","LinkRace#0",0,2,"ModelChara#26","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852049","BNpcParts#0",True,True,True,True,False,0,0,0
717,,"Battalion#4","LinkRace#0",0,1,"ModelChara#358","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
718,"Behavior#30139","Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#156","NpcEquip#496",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
719,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#291","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852158","BNpcParts#0",True,True,True,True,False,0,0,0
720,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#199","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
721,,"Battalion#9","LinkRace#0",0,1,"ModelChara#11","BNpcCustomize#0","NpcEquip#348",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
722,,"Battalion#9","LinkRace#0",0,1,"ModelChara#11","BNpcCustomize#0","NpcEquip#349",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
723,,"Battalion#9","LinkRace#0",0,1,"ModelChara#11","BNpcCustomize#0","NpcEquip#350",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
724,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#221","NpcEquip#565",0,0,False,"ArrayEventHandler#852123","BNpcParts#0",True,True,True,True,False,0,0,0
725,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#222","NpcEquip#566",0,0,False,"ArrayEventHandler#852124","BNpcParts#0",True,True,True,True,False,0,0,0
726,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#223","NpcEquip#567",0,0,False,"ArrayEventHandler#852336","BNpcParts#0",True,True,True,True,False,0,0,0
727,,"Battalion#10","LinkRace#0",0,1,"ModelChara#13","BNpcCustomize#0","NpcEquip#351",0,0,False,"ArrayEventHandler#852179","BNpcParts#0",True,True,True,True,False,0,0,0
728,,"Battalion#10","LinkRace#0",0,1,"ModelChara#13","BNpcCustomize#0","NpcEquip#352",0,0,False,"ArrayEventHandler#852383","BNpcParts#0",True,True,True,True,False,0,0,0
729,,"Battalion#10","LinkRace#0",0,1,"ModelChara#13","BNpcCustomize#0","NpcEquip#354",0,0,False,"ArrayEventHandler#852384","BNpcParts#0",True,True,True,True,False,0,0,0
730,,"Battalion#10","LinkRace#0",0,1,"ModelChara#13","BNpcCustomize#0","NpcEquip#353",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
731,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#161","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852160","BNpcParts#0",True,True,True,True,False,0,0,0
732,,"Battalion#4","LinkRace#0",0,1,"ModelChara#224","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852865","BNpcParts#0",True,True,True,True,False,0,0,0
733,,"Battalion#4","LinkRace#0",1,2,"ModelChara#165","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
734,,"Battalion#4","LinkRace#0",0,1,"ModelChara#166","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
735,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#602",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
736,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#603",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
737,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#604",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
738,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#605",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
739,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#606",0,0,False,"ArrayEventHandler#852323","BNpcParts#0",True,True,True,True,False,0,0,0
740,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#607",0,0,False,"ArrayEventHandler#852324","BNpcParts#0",True,True,True,True,False,0,0,0
741,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#608",0,0,False,"ArrayEventHandler#852329","BNpcParts#0",True,True,True,True,False,0,0,0
742,,"Battalion#7","LinkRace#1",0,1.2,"ModelChara#3","BNpcCustomize#0","NpcEquip#609",0,0,False,"ArrayEventHandler#852325","BNpcParts#0",True,True,True,True,False,0,0,0
743,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#610",0,0,False,"ArrayEventHandler#852065","BNpcParts#0",True,True,True,True,False,0,0,0
744,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#611",0,0,False,"ArrayEventHandler#852101","BNpcParts#0",True,True,True,True,False,0,0,0
745,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#612",0,0,False,"ArrayEventHandler#852102","BNpcParts#0",True,True,True,True,False,0,0,0
746,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#613",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
747,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#614",0,0,False,"ArrayEventHandler#852334","BNpcParts#0",True,True,True,True,False,0,0,0
748,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#615",0,0,False,"ArrayEventHandler#852330","BNpcParts#0",True,True,True,True,False,0,0,0
749,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#616",0,0,False,"ArrayEventHandler#852332","BNpcParts#0",True,True,True,True,False,0,0,0
750,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#617",0,0,False,"ArrayEventHandler#852331","BNpcParts#0",True,True,True,True,False,0,0,0
751,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#618",0,0,False,"ArrayEventHandler#852539","BNpcParts#0",True,True,True,True,False,0,0,0
752,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#619",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
753,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#620",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
754,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#621",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
755,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#622",0,0,False,"ArrayEventHandler#852296","BNpcParts#0",True,True,True,True,False,0,0,0
756,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#623",0,0,False,"ArrayEventHandler#852295","BNpcParts#0",True,True,True,True,False,0,0,0
757,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#624",0,0,False,"ArrayEventHandler#852297","BNpcParts#0",True,True,True,True,False,0,0,0
758,,"Battalion#8","LinkRace#0",0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#625",0,0,False,"ArrayEventHandler#852333","BNpcParts#0",True,True,True,True,False,0,0,0
759,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#626",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
760,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#627",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
761,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#628",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
762,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#629",0,0,False,"ArrayEventHandler#852162","BNpcParts#0",True,True,True,True,False,0,0,0
763,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#630",0,0,False,"ArrayEventHandler#852193","BNpcParts#0",True,True,True,True,False,0,0,0
764,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#631",0,0,False,"ArrayEventHandler#852194","BNpcParts#0",True,True,True,True,False,0,0,0
765,,"Battalion#4","LinkRace#0",0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852357","BNpcParts#0",True,True,True,True,False,0,0,0
766,,"Battalion#4","LinkRace#0",0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852227","BNpcParts#0",True,True,True,True,False,0,0,0
767,,"Battalion#4","LinkRace#0",0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,"ArrayEventHandler#852335","BNpcParts#0",True,True,True,True,False,0,0,0
768,,"Battalion#4","LinkRace#0",0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852231","BNpcParts#0",True,True,True,True,False,0,0,0
769,,"Battalion#4","LinkRace#0",0,1,"ModelChara#6","BNpcCustomize#0","NpcEquip#632",0,0,False,"ArrayEventHandler#852080","BNpcParts#0",True,True,True,True,False,0,0,0
770,,"Battalion#4","LinkRace#0",0,1,"ModelChara#6","BNpcCustomize#0","NpcEquip#633",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
771,,"Battalion#4","LinkRace#0",0,1,"ModelChara#14","BNpcCustomize#0","NpcEquip#360",0,0,False,"ArrayEventHandler#852057","BNpcParts#0",True,True,True,True,False,0,0,0
772,,"Battalion#4","LinkRace#0",0,1,"ModelChara#14","BNpcCustomize#0","NpcEquip#360",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
773,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#49","NpcEquip#634",0,0,False,"ArrayEventHandler#852203","BNpcParts#0",True,True,True,True,False,0,0,0
774,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#50","NpcEquip#635",0,0,False,"ArrayEventHandler#852204","BNpcParts#0",True,True,True,True,False,0,0,0
775,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#51","NpcEquip#636",0,0,False,"ArrayEventHandler#852513","BNpcParts#0",True,True,True,True,False,0,0,0
776,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#52","NpcEquip#637",0,0,False,"ArrayEventHandler#852205","BNpcParts#0",True,True,True,True,False,0,0,0
777,,"Battalion#4","LinkRace#0",0,1,"ModelChara#235","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852534","BNpcParts#0",True,True,True,True,False,0,0,0
778,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#250","NpcEquip#397",0,0,False,"ArrayEventHandler#852060","BNpcParts#0",True,True,True,True,False,0,0,0
779,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#218","NpcEquip#394",0,0,False,"ArrayEventHandler#852071","BNpcParts#0",True,True,True,True,False,0,0,0
780,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#242","NpcEquip#396",0,0,False,"ArrayEventHandler#852072","BNpcParts#0",True,True,True,True,False,0,0,0
781,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#159","NpcEquip#95",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
782,,"Battalion#4","LinkRace#0",0,1.75,"ModelChara#145","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
783,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#237","NpcEquip#70",0,0,False,"ArrayEventHandler#852693","BNpcParts#0",True,True,True,True,False,0,0,0
784,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#239","NpcEquip#70",0,0,False,"ArrayEventHandler#852694","BNpcParts#0",True,True,True,True,False,0,0,0
785,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#213","NpcEquip#70",0,0,False,"ArrayEventHandler#852695","BNpcParts#0",True,True,True,True,False,0,0,0
786,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#237","NpcEquip#4",0,0,False,"ArrayEventHandler#852696","BNpcParts#0",True,True,True,True,False,0,0,0
787,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#240","NpcEquip#4",0,0,False,"ArrayEventHandler#852698","BNpcParts#0",True,True,True,True,False,0,0,0
788,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#231","NpcEquip#4",0,0,False,"ArrayEventHandler#852697","BNpcParts#0",True,True,True,True,False,0,0,0
789,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#237","NpcEquip#173",0,0,False,"ArrayEventHandler#852699","BNpcParts#0",True,True,True,True,False,0,0,0
790,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#216","NpcEquip#173",0,0,False,"ArrayEventHandler#852700","BNpcParts#0",True,True,True,True,False,0,0,0
791,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#249","NpcEquip#502",0,0,False,"ArrayEventHandler#852680","BNpcParts#0",True,True,True,True,False,0,0,0
792,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#217","NpcEquip#502",0,0,False,"ArrayEventHandler#852683","BNpcParts#0",True,True,True,True,False,0,0,0
793,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#219","NpcEquip#12",0,0,False,"ArrayEventHandler#852681","BNpcParts#0",True,True,True,True,False,0,0,0
794,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#249","NpcEquip#87",0,0,False,"ArrayEventHandler#852682","BNpcParts#0",True,True,True,True,False,0,0,0
795,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#252","NpcEquip#86",0,0,False,"ArrayEventHandler#852677","BNpcParts#0",True,True,True,True,False,0,0,0
796,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#218","NpcEquip#86",0,0,False,"ArrayEventHandler#852676","BNpcParts#0",True,True,True,True,False,0,0,0
797,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#220","NpcEquip#86",0,0,False,"ArrayEventHandler#852678","BNpcParts#0",True,True,True,True,False,0,0,0
798,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#241","NpcEquip#86",0,0,False,"ArrayEventHandler#852679","BNpcParts#0",True,True,True,True,False,0,0,0
799,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#215","NpcEquip#86",0,0,False,"ArrayEventHandler#852684","BNpcParts#0",True,True,True,True,False,0,0,0
800,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#289","NpcEquip#587",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
801,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#288","NpcEquip#587",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
802,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#287","NpcEquip#586",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
803,,"Battalion#4","LinkRace#0",0,2,"ModelChara#14","BNpcCustomize#0","NpcEquip#360",3314,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
804,,"Battalion#7","LinkRace#1",0,1.5,"ModelChara#3","BNpcCustomize#0","NpcEquip#304",3325,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
805,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#237","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
806,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#213","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
807,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#240","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
808,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#238","NpcEquip#589",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
809,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#231","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
810,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#215","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
811,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#216","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
812,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#237","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
813,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#238","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
814,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#232","NpcEquip#590",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
815,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#214","NpcEquip#589",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
816,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#239","NpcEquip#589",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
817,,"Battalion#0","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#286","NpcEquip#585",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
818,,"Battalion#8","LinkRace#0",0,2,"ModelChara#5","BNpcCustomize#0","NpcEquip#313",3320,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
819,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#69","BNpcCustomize#0","NpcEquip#0",3269,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
820,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#65","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
821,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#39","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
822,,"Battalion#4","LinkRace#0",0,1,"ModelChara#374","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
823,,"Battalion#4","LinkRace#0",0,1,"ModelChara#297","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
824,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#126","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
825,,"Battalion#4","LinkRace#0",0,2,"ModelChara#107","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
826,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#44","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
827,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#32","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
828,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#75","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
829,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#63","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
830,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#63","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
831,,"Battalion#4","LinkRace#0",0,2,"ModelChara#130","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
832,,"Battalion#4","LinkRace#0",0,1,"ModelChara#94","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
833,,"Battalion#4","LinkRace#0",0,1,"ModelChara#384","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
834,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#59","NpcEquip#638",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
835,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#152","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
836,,"Battalion#4","LinkRace#0",0,2,"ModelChara#168","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
837,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#142","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
838,,"Battalion#11","LinkRace#0",0,1.2,"ModelChara#12","BNpcCustomize#0","NpcEquip#358",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
839,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#135","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0,0
