key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
127,58,"河底发出了微弱的光辉！","微弱的光辉消失了……",2,False,"d2f2","","",1042,1678,800,2,"蝼蛄","知识神杜父鱼","香鱼","船虫","星码龙虾","哲学骨舌鱼","鳞鲶","萨维奈秋叶鱼","能言者","铠鱼","沙利亚克河上流",126
128,60,"","",2,True,"d2f2","","",931,1140,500,4,"学士贝","知识神杜父鱼","香鱼","蝼蛄","牛蛙","沙利亚克鳄","狂斗鱼","哥布林鲈","墨贝","万事通鲈","沙利亚克河中流",127
129,54,"","",2,False,"d2f3","","",1700,1400,300,4,"云鱼","绿灯球藻","亲吻鱼","白丽鱼","维德弗尼尔","","","","","","招恶荒岛",128
130,54,"","",2,False,"d2f3","","",368,1584,600,2,"莫古球球","莫古尔古球球","","","","","","","","","绿茵岛",129
131,54,"","",2,False,"d2f3","","",388,336,500,4,"云鱼","倒仰鲶鱼","西水弓鳍鱼","百鳍","心贝","青蓝之面","千鳍","","","","西方水泉",130
132,54,"","",5,False,"d2f3","","",1362,1156,1200,2,"夕月天女","黄昏珊瑚","云上骑士","蓝色美杜莎","气球鲀","龙魂","太阳帆","拉塔托斯克之魂","","","人王遗迹",131
133,55,"","",5,False,"d2f3","","",828,1868,1000,4,"夕月天女","黄昏珊瑚","云上骑士","高天鱼","哥布面具","朝日天女","无齿翼龙","双型齿翼龙","","","索姆阿尔云帽",132
134,55,"感觉到附近有称霸这一带的大鱼在活动！","大鱼好像消失了……",5,True,"d2f3","","",914,256,400,2,"夕月天女","云上骑士","高天鱼","魔帆","褐飞刀","眼镜蛇鱼","风暴骑士","夜翼鱼龙","风暴血骑士","兰代勒翼龙","惋惜之晶遗迹",133
135,52,"","",2,False,"a2f1","","",1324,1610,1000,2,"蝼蛄","云鱼","牛蛙","麻伊博伊","凸眼金鱼","凯门鳄","云海海带","水墨鱼","","","沃仙曦染",134
136,60,"","",2,True,"a2f1","","",1450,1832,300,2,"蝼蛄","云鱼","牛蛙","星码龙虾","瓦努头","飞猫杀手","云海红珊瑚","猴面雀杀手","","","云水塘",135
137,53,"","",5,False,"a2f1","","",668,1784,300,2,"星花","飘浮蛋","马湖瓦伊","法冠蛞蝓","蓝天珊瑚","棉云魟","卷层云魟","","","","云顶",136
138,56,"","",5,False,"a2f1","","",316,500,1000,2,"飘浮蛋","夕月天女","白影","风暴核","飞翼鲂","天空清道夫","龙卷鲨","云草","卷风鲨","","蓝天窗",137
139,56,"感觉到有好运的预感！","好运的预感消失了……",5,True,"a2f1","","",680,220,800,2,"星花","夕月天女","蛉蝎","飞灵","吸血魔毯","天空珊瑚","姥鲨","云海蝴蝶螺","","","魔窟离岛",138
140,58,"","",7,False,"a2f2","","",752,524,500,2,"白金鱼","黑鞭","鲜血跳鱼","亚拉戈高位钢盔鲎","亚拉戈猎手","进化型亚拉戈高位钢盔鲎","","","","","阿尔法管区",139
141,59,"","",7,False,"a2f2","","",1430,270,300,2,"白金鱼","黑鞭","鲜血跳鱼","魔科学物质123","原型洛浦肯","魔科学物质666","","","","","废液池",140
142,60,"","",7,True,"a2f2","","",280,744,200,2,"白金鱼","阿济兹鱼","油鳗","魔鱼","古象鼻鱼","赛缇","","","","","超星际通信塔",141
143,59,"","",2,False,"a2f2","","",526,1462,1000,2,"水剑鱼","攀岩鱼","以太之眼","星码龙虾","真光层巨骨舌鱼","褪色球球","无光层巨骨舌鱼","","","","德尔塔管区",142
144,60,"","",2,True,"a2f2","","",274,1630,300,3,"水剑鱼","水晶鳍","以太之眼","肺鱼","小钝口螈","点火鱼","百目螈","","","","冠毛大树",143
145,60,"","",5,True,"a2f2","","",1860,840,300,1,"夕月天女","高天鱼","不明飞行物","瓦斯鲀","天空清道夫","妖精翼龙","惊龟","眼镜蛇鱼","水晶飞鸽","","生态园",144
146,60,"感觉到一股难以名状的气息！","难以名状的气息消失了……",7,True,"a2f2","","",1000,1000,300,2,"白金鱼","阿济兹鱼","油鳗","宝石水母","桶眼鱼","欧洛浦肯","亚拉戈剑鲨","欧巴宾海蝎","","","阿济兹拉旗舰岛",145
147,60,"","",2,False,,"","",0,0,0,0,"麻伊博伊","云鱼","","","","","","","","","云冠涌泉",0
148,60,"","",2,False,,"","",0,0,0,0,"落雷鳗","白丽鱼","","","","","","","","","云冠洞穴",0
149,60,"","",2,False,,"","",0,0,0,0,"麻伊博伊","牛蛙","云鱼","星码龙虾","","","","","","","云冠西南池",0
150,60,"","",2,False,,"","",0,0,0,0,"三唇鲤","","","","","","","","","","云冠鱼洞",0
151,60,"","",2,False,,"","",0,0,0,0,"云鱼","","","","","","","","","","云冠西北池",0
152,60,"","",5,False,,"","",0,0,0,0,"飘浮蛋","马湖瓦伊","法冠蛞蝓","蓝天珊瑚","","","","","","","狂风云海",0
153,60,"","",5,False,,"","",0,0,0,0,"马湖瓦伊","白影","蓝天珊瑚","法冠蛞蝓","","","","","","","无风云海",0
154,60,"","",5,False,,"","",0,0,0,0,"吸血魔毯","飞灵","","","","","","","","","旋风云海",0
155,35,"","",2,False,"s1f6","","",920,860,500,4,"翡翠鳗","圆蚌","四眼鱼","骨舌鱼","硬毛蟹","银鱼","巨鲈","石绿湖鳟鱼","巨鲶鱼","温泉王","石绿湖西北岸",146
156,50,"","",1,False,"s1f3","","",1750,1280,400,1,"梅尔托尔虾虎","海毒鲀","叶海龙","梭子鰆","小撒拉奥斯","愿贝","巨齿鲨","巨型乌贼","巧儿海陆行鸟","小珀琉喀斯","永夏岛北",147
157,63,"","",1,False,"e3t1","","",950,1000,3000,4,"鳀鱼","红玉虾","虎纹河豚","琉璃金枪鱼","花海马","花须鯙","花海龙","","","","防波堤",162
158,62,"","",1,False,"e3f1","","",1870,1870,400,4,"鳀鱼","琉璃鲱","黑斑花蛇鳗","珊瑚海马","苦尔鳗","红龙","","","","","红玉炮台近海",163
159,62,"","",1,False,"e3f1","","",1240,1630,2000,4,"鳀鱼","地狱水母","红玉虾","石头鱼","鳍龙","浮木鱼","尖叫者","狱卒鮟鱇","菜食王","","狱之盖近海",164
160,65,"","",1,True,"e3f1","","",1680,960,2000,4,"鳀鱼","地狱水母","红玉虾","鱼大夫","琉璃金枪鱼","大天竺鱼","薄毯章鱼","巨鲱","七星","","龟甲岛近海",165
161,63,"","",1,False,"e3f1","","",1580,360,1000,4,"鳀鱼","红玉珊瑚","苍玉珊瑚","白骨珊瑚","东洲蝴蝶鱼","迎春鱼","红玉海藻","春不知","","","冲之岩近海",166
162,64,"","",1,False,"e3f1","","",1050,500,1000,4,"红玉虾","木叶龙","琉璃鲽鱼","扇贝海蛇","剑旗鱼","钓钩鱼","大海蛇","","","","自凝岛近海",167
163,64,"","",1,False,"e3f1","","",400,546,1000,4,"琉璃鲱","滑翔鱼","刺鲀","圆扇贝","白姑鱼","仿麻鱼","白银贝","万刺鲀","","","渔村沿岸",168
164,70,"","",1,False,"e3f1","","",365,1280,1000,4,"红玉虾","大王乌贼","毯子章鱼","赤点石斑鱼","绝鬼鳄","速疾鬼鳄","","","","","绝鬼岛近海",169
165,64,"","",2,False,"e3f2","","",1690,650,300,4,"多玛鳟","多玛蝲蛄","恋心球藻","石榴海","","","","","","","苍鹭池",170
166,64,"","",2,False,"e3f2","","",1740,800,200,4,"河红眼鲈","多玛鳟","多玛蝲蛄","鬼视","","","","","","","苍鹭河",171
167,64,"","",2,False,"e3f2","","",1425,730,300,4,"野鲤","仙寿翁","","","","","","","","","茨菰村水塘",172
168,67,"水中闪耀着七彩光辉！","七彩光辉消失了……",2,False,"e3f2","","",1380,275,800,4,"黄彩鱼","青彩鱼","紫彩鱼","红彩鱼","白彩鱼","橙彩鱼","蓝彩鱼","绿彩鱼","七彩天主","","七彩沟",177
169,67,"","",2,False,"e3f2","","",1535,310,200,4,"多玛鳟","多玛蝲蛄","多玛鳗","一束彩虹","","","","","","","七彩溪谷",176
170,67,"","",2,False,"e3f2","","",670,320,500,4,"多玛鳟","武士鱼","白纸鱼","龙鱼","雷遁鱼","卜传","","","","","多玛城前",179
171,67,"","",2,False,"e3f2","","",520,650,1000,4,"多玛鳟","无二草鱼","王室鲑","东洲巨骨舌鱼","白蜃蛤蜊","水天一碧","","","","","城下码头",178
172,65,"","",2,False,"e3f2","","",950,1160,1000,4,"延夏鲤","长须鲶鱼","多玛鳟","延夏红眼鲈","东洲巨骨舌鱼","奥萨德鲑鱼","车轴鱼","","","","无二江东",173
173,70,"","",2,True,"e3f2","","",500,1595,600,4,"长须鲶鱼","多玛鳟","东洲巨骨舌鱼","天女鱼","羽衣美人","","","","","","无二江西",174
174,70,"","",2,True,"e3f2","","",1750,1140,400,4,"多玛鳟","东洲巨骨舌鱼","熊猫蝶尾鱼","绢鲤","赏梅鱼","梅花贝","天女鲤","","","","梅泉乡",175
175,60,"","",2,False,"e3f3","","",1570,1470,200,4,"青鳉","东洲鳟","嘎牙子","草跳鱼","晨曦蝲蛄","菜叶跳鱼","","","","","涅木卡勒河",180
176,60,"","",2,False,"e3f3","","",1400,970,300,4,"嘎牙子","天幕鱼","枯草跳鱼","暮晖蝲蛄","哈克苦鱼","晨曦旗鱼","","","","","哈克卡勒河",181
177,60,"","",2,False,"e3f3","","",846,890,300,4,"红翅鱼","嘎牙子","枯草跳鱼","青空泪","暮晖蝲蛄","刀片跳鱼","","","","","亚特卡勒河上游",182
178,60,"","",2,False,"e3f3","","",1030,1070,1000,4,"东洲鳟","嘎牙子","太阳鲈","硬鳞鱼","汗鱼","虹鳉","暮辉鱼","","","","太阳湖",183
179,60,"","",2,False,"e3f3","","",780,670,300,4,"嘎牙子","枯草跳鱼","暮晖蝲蛄","弓鱼","塔奥苦鱼","河中长老","神谕苦鱼","","","","塔奥卡勒河",184
180,60,"","",2,False,"e3f3","","",1080,1370,300,4,"东洲鳟","草跳鱼","晨曦蝲蛄","亚特虾虎","翡翠河鹿鱼","熏香鱼","亚特可汗","","","","亚特卡勒河下游",185
181,60,"","",2,False,"e3f3","","",575,1610,200,4,"黄铜鱼","月神恩惠","月神的爱宠","众神之爱","","","","","","","朵塔儿水洲",186
182,61,"","",2,False,"g3t1","","",1000,1300,400,4,"阿巴拉提亚苦鱼","破损蟹","缪恩鱼","基拉巴尼亚鳟","唾血龙虾","吞钩苦鱼","","","","","幻河上游",148
183,62,"","",2,False,"g3t1","","",1025,935,1000,4,"金丽鱼","寺院鲫鱼","基拉巴尼亚鳟","武斗鱼","电鲶鱼","非信仰巨骨舌鱼","拉尔戈鲶鱼","","","","神拳痕",149
184,62,"","",2,False,"g3t1","","",1115,490,300,4,"彗星鲦","气球蛙","灯笼球藻","唾血龙虾","银币鱼","红尾鲶","红尾僵尸鱼","","","","星导寺入口",150
185,61,"","",2,False,"g3f1","","",525,860,400,4,"头铁鳟","缪恩鱼","气球蛙","死亡鳅","基拉巴尼亚鲢鱼","硬头鳟","异刺鲨","","","","提蒙河",151
186,62,"","",2,False,"g3f1","","",430,1400,1100,4,"缪恩鱼","溶骨蜗牛","落叶鱼","角尊鳅","洞穴鳉","幽灵鱼","脉轮鲶","蓝宝石扇鳉","","","昏暗林",152
187,62,"","",2,False,"g3f1","","",645,1500,300,4,"溶骨蜗牛","小流星","倾仰鲶鱼","涅槃蟹","枢机鱼","释法来豹鱼","教皇鱼","","","","流星尾",153
188,61,"","",2,False,"g3f1","","",845,425,600,4,"威罗迪纳草鱼","谷爬鱼","唾血龙虾","威罗迪纳黑鲤","威罗迪纳鲑鱼","下游鱼","","","","","威罗迪纳河",154
189,62,"","",2,False,"g3f1","","",1325,770,400,4,"高地刺鱼","幻象鲢鱼","砂砾鱼","拉尔戈落雷","幻河鲯","猩红蛙","骸鲢鱼","","","","幻河",155
190,61,"水中蠕动着岩石一般的东西！","岩石一般的东西不见了……",2,False,"g3f2","","",260,700,300,4,"死亡鳅","夫蟹","妇虾","康复鱼","怨妇虾","镰甲鱼","","","","","夫妇池",156
191,61,"","",2,False,"g3f2","","",1130,410,400,4,"暗缟虾虎","逆流鱼","基拉巴尼亚鳟","石楠嘉鱼","死亡鳅","素面蝲蛄","不定鱼","","","","慢水涤",157
192,65,"","",2,True,"g3f2","","",1580,280,400,4,"精金多鳍鱼","死亡鳅","阿巴拉提亚蝾螈","白钢鲨","紫圆盾","最后一滴泪","","","","","石楠瀑布",158
193,70,"","",2,True,"g3f2","","",1550,800,400,4,"石楠嘉鱼","冥想鱼","高山骨舌鱼","裁定鱼","解脱鱼","","","","","","判官神像",159
194,68,"","",2,False,"g3f2","","",978,1582,1200,4,"死亡鳅","素面蝲蛄","猛牛口食","窥视鱼","冥想鱼","鳄龟","黑蒙鱼","","","","猛牛浴池",160
195,70,"","",2,True,"g3f2","","",410,1820,500,4,"基拉巴尼亚鳟","基迦鲈","东方刺鱼","弯刀鱼","阿拉米格缎带鱼","岩石鱼","阿拉米格面纱鱼","","","","赎罪之腕",161
196,70,"湖底穿过了扭曲的黑影！","扭曲的黑影不见了……",8,False,"g3f3","","",1025,1025,3000,4,"岩盐咸鱼","盐盾","白马","珍珠眼","雕塑家","盐磨鲨","钻石眼","胸脊鲨","","","盐湖",187
197,63,"","",1,False,"e1h1","","",750,1350,1000,4,"鳀鱼","红玉虾","虎纹河豚","琉璃金枪鱼","赌命河豚","","","","","","白银乡",189
198,65,"","",2,True,"e1h1","","",970,1030,500,2,"野鲤","多玛鳟","青鳉","黄铜鱼","盆栽鱼","公主青鳉","","","","","白银水路",190
199,70,"","",2,False,"n4t1","","",770,645,600,4,"水晶刀鱼","拉克汕鲤","蓝色公主海星","爱人之花","外套蜗牛","三艺之星","","","","","三艺区",191
200,70,"","",2,False,"n4t1","","",940,1460,600,4,"水晶刀鱼","拉克汕鲤","吐罪鱼","徘徊鲶鱼","散罪","","","","","","四艺区",192
201,70,"","",2,False,"n4t1","","",1175,1530,600,4,"水晶刀鱼","拉克汕鲤","水晶都脂鲤","骸骨鱼","悬挂脂鲤","","","","","","水晶都起居室",193
202,71,"","",2,False,"n4f1","","",1500,545,1200,4,"八眼鳗","硬糖藻","紫角蜗牛","水球鱼","白化鳄","食人鳄","","","","","风化裂痕",194
203,72,"","",2,False,"n4f1","","",545,1025,300,4,"硬糖藻","紫角蜗牛","水球鱼","雾鳉","白金虹鳉","月光虹鳉","","","","","锈迹贮水池",195
204,71,"","",2,False,"n4f1","","",585,1430,1500,4,"硬糖藻","净碟鱼","兔跳鱼","黄体鲈","白色石软蟹","拉克汕墨螺","重罪石软蟹","","","","始源湖",196
205,72,"","",2,False,"n4f1","","",920,1740,900,4,"硬糖藻","兔跳鱼","黄体鲈","蛇斑盘丽鱼","蟒斑盘丽鱼","","","","","","阴沉乡",197
206,75,"","",2,True,"n4f1","","",410,1830,900,4,"硬糖藻","净碟鱼","白化雀鳝","贤岛巨鱼","不朽巨鱼","利斯塔克鲨","","","","","贤岛",198
207,78,"","",2,False,"n4f2","","",1300,670,1200,4,"食骨虾","太妃蜗牛","沃茨鳟","哲罗鱼","斧鱼","哲罗鲑","","","","","沃茨河上游",199
208,71,"","",2,False,"n4f2","","",1420,1020,300,4,"食骨虾","沃茨鳟","贵族圆扇鱼","白油刺鱼","元首的军扇","","","","","","白油瀑布",200
209,71,"","",2,False,"n4f2","","",1460,1300,1200,4,"食骨虾","太妃蜗牛","沃茨鳟","斑纹鲶","白色隆索","","","","","","沃茨河下游",201
210,71,"","",2,False,"n4f2","","",980,1160,1200,4,"食骨虾","太妃蜗牛","深褐鳎","铜褐鳎","","","","","","","刺舌滴",202
211,72,"","",1,False,"n4f2","","",370,1710,1800,4,"南珂露西亚鳕鱼","珂露西亚鲽鱼","碎贝海带","奶蚝","蔷薇虾","剃刀鱼","珂露西亚帝王蟹","蓝蟹","钢刀鱼","","珂露西亚岛西海岸",203
212,75,"水中有像灯光一样的眼睛游过！","像灯光一样的眼睛不见了……",1,True,"n4f2","","",790,1740,600,4,"南珂露西亚鳕鱼","珂露西亚鲽鱼","血色气球鱼","变形鱼","艺术鱼","变影鱼","自走鱼偶","","","","观海湾",204
213,72,"","",1,False,"n4f2","","",1710,1740,1800,4,"南珂露西亚鳕鱼","碎贝海带","血色气球鱼","尖枪乌贼","珂露西亚隆头鱼","枯叶海龙","剑齿龙鳖","战盾剑齿龙鳖","","","珂露西亚岛东海岸",205
214,72,"","",1,False,"n4t2","","",1025,1025,2400,4,"乳白珊瑚","砂砾贝","骨鳀鱼","赤色海蜘蛛","游末邦蝴蝶鱼","红锤头鲨","贵妇蝴蝶鱼","","","","废船街",206
215,71,"从沙子深处感受到了强烈的视线！","强烈的视线消失了！",3,False,"n4f3","","",1540,585,900,4,"比朗螃蟹","沙遁鱼","沙卵","角骨鱼","沙蹼壁虎","冠骨鱼","惊喜蛋","","","","沙河",207
216,77,"","",3,False,"n4f3","","",725,690,1200,4,"迦利克螃蟹","沙遁鱼","沙蹼壁虎","拿巴示蝠鲼","琥珀鮟鱇","刺棘蜥蜴","刺钉蜥蜴","","","","琥珀丘",209
217,72,"","",3,False,"n4f3","","",1500,1530,1500,4,"比朗螃蟹","沙遁鱼","琥珀八目鳗","角骨鱼","沙漠锯","艾兰凶龟","拿巴示锯","","","","拿巴示断绝",208
218,73,"","",2,False,"n4f4","","",165,1065,900,4,"灰跳鱼","仙子鱼","柠檬鱼","胭脂鱼","仙女贝","阔面鱼","","","","","手镜湖",210
219,73,"","",2,False,"n4f4","","",1000,1090,2400,4,"灰跳鱼","青蓝鳅","珍珠鳞","叛逆鱼","狂野红斗鱼","倒挂金钟的花蕾","狂怒斗鱼","镜中蝶","","","身镜湖",211
220,74,"","",2,False,"n4f4","","",1050,405,600,2,"灰跳鱼","青蓝鳅","珍珠鳞","血眼蛙","斑点攀鲈","深泳的古书","","","","","傲慢的年长溪流",212
221,74,"","",2,False,"n4f4","","",1240,400,600,4,"灰跳鱼","青蓝鳅","血眼蛙","蝴蝶彩虹鳉","仙子彩虹鳉","","","","","","嫉妒的年少溪流",213
222,75,"","",2,True,"n4f4","","",1545,1065,300,4,"灰跳鱼","仙子鱼","珍珠鳞","水泡眼","顶天眼","","","","","","科拉德排水沟",216
223,74,"","",2,False,"n4f4","","",1395,625,1200,4,"大王镜贝","灰跳鱼","青蓝鳅","樱桃鲱鱼","达穆伦樱桃鲱鱼","","","","","","宠坏的年幼溪流",214
224,74,"","",2,False,"n4f4","","",1695,1265,900,4,"灰跳鱼","青蓝鳅","血眼蛙","黄金龙虾","黄金雕金匠","","","","","","圣法斯里克天庭",215
225,70,"","",2,False,"n4f5","","",320,1385,1800,4,"弧边招潮蟹","黄色皮皮拉鱼","强盗蟹","王冠脂鲤","引螈","洛克瓦卫兵","隆卡的大水蛇？","","","","蛇水湖",217
226,70,"","",2,False,"n4f5","","",435,990,600,4,"弧边招潮蟹","黄色皮皮拉鱼","忠义鱼","黑根鳗","钻石皮皮拉鱼","珍珠皮皮拉鱼","","","","","血盅",218
227,70,"","",2,False,"n4f5","","",750,1025,900,4,"弧边招潮蟹","黄色皮皮拉鱼","拉凯提卡鳟","骑士鲈","黑色三连星","黑色喷气乱流","","","","","洛查特尔河",219
228,70,"","",2,False,"n4f5","","",1150,1530,1200,4,"弧边招潮蟹","黄色皮皮拉鱼","拉凯提卡鳟","骑士鲈","强盗蟹","银鲶","书记官杀手","","","","缪栎的乡愁南部",220
229,80,"","",2,True,"n4f5","","",340,760,300,4,"弧边招潮蟹","忠义鱼","黑根鳗","永暗鱼","底暗鱼","","","","","","结誓洞窟",221
230,80,"","",1,True,"n4f6","","",510,280,900,4,"黑风鱼","暗紫珊瑚","卡利班骨头鱼","巨型鮟鱇","鳍人族的鱼叉","鳍人叹息","","","","","鳎沙地窖",222
231,79,"","",1,False,"n4f6","","",1835,300,300,4,"黑风鱼","暗紫珊瑚","卡利班骨头鱼","斑点鳗","鳍人族的宿敌","鳍人之敌","","","","","陆人墓标",223
232,79,"水中有影子在剧烈翻滚！","水中剧烈翻滚的影子不见了……",1,False,"n4f6","","",545,495,300,4,"黑风鱼","西考拉克斯贝","卡利班骨头鱼","骗子鱼","海洋陷阱","贻贝","奸隐鱼","长吻帆蜥鱼","","","卡利班深海峡西北",224
233,80,"","",1,False,"n4f6","","",260,625,600,4,"黑风鱼","西考拉克斯贝","古代虾","绒毛女神虾","斑斓菊石螺","绒毛海神虾","","","","","卡利班古巢西",225
234,80,"","",1,False,"n4f6","","",375,730,300,4,"黑风鱼","西考拉克斯贝","骗子鱼","青色海恶魔","薄饼章鱼","头领薄饼章鱼","","","","","卡利班古巢东",226
235,79,"","",1,False,"n4f6","","",1630,1480,600,4,"黑风鱼","西考拉克斯贝","食人贝","青色海蜘蛛","观星鱼","猎星鱼","","","","","尊紫洞",227
236,80,"","",1,False,"n4f6","","",1400,695,900,4,"黑风鱼","西考拉克斯贝","食用蚝","青色海蜘蛛","彩虹虾","猎手鱼","蛋白石虾","","","","诺弗兰特大陆坡",228
237,1,"看到了一个像是鲁加族的男性！","像是鲁加族的男性不见了……",1,False,"o1a1","出海垂钓","加拉迪翁湾",1025,1025,300,4,"加拉迪翁虾虎","加拉迪翁鳀鱼","猎豹鳗","碧玉头","暗淡鲨","玫瑰鲷鱼","青色章鱼","天堂鱼","幻光巨齿鲨","醉鱼","加拉迪翁湾外海",229
238,1,"海面上闪耀着星辰般的神秘光辉！","星辰般的神秘光辉不见了……",1,False,"o1a1","出海垂钓","加拉迪翁湾",1025,1025,300,2,"人鱼发","天堂之钥","幽灵鲨","巨食鮟鱇","海神印","钉牡蛎","流银刃","漏斗鲨","灵敏舞者","索蒂斯","加拉迪翁湾外海幻海流",230
239,1,"像是利维亚桑的身影从船下掠过！","像是利维亚桑的身影不见了……",1,False,"o1a1","出海垂钓","梅尔托尔海峡南",1025,1025,300,4,"尸鬼梭鱼","拉诺西亚水母","阳光蝴蝶鱼","海中爆弹","蓬松海龙","莫莫拉·莫拉","梅尔托尔蝴蝶鱼","步兵剑","幻光盘丽鱼","小利维亚桑","梅尔托尔海峡南",231
240,1,"海底有像是珊瑚的东西在动！","像是珊瑚的东西不见了……",1,False,"o1a1","出海垂钓","梅尔托尔海峡南",1025,1025,300,2,"海荨麻","巨大枪鱼","海难船帆","寄生幸存者","高级以太药虱","太阳神面纱","以太海龙","秘银君","无赖龙","珊瑚蝠鲼","梅尔托尔海峡南幻海流",232
241,1,"海里有像是甲胄反射的暗淡光辉！","像是甲胄反射的暗淡光辉不见了……",1,False,"o1a1","出海垂钓","罗塔诺海",1025,1025,300,4,"罗塔诺梭子鰆","罗塔诺沙丁鱼","深海平鱼","深红钓鮟鱇","铬铁锤头鲨","魔鳗","暗鹦鹉螺","灯鱼","幻光鲈","海铠靴","罗塔诺海海面",235
242,1,"海底有像是石块的东西在动！","像是石块的东西不见了……",1,False,"o1a1","出海垂钓","罗塔诺海",1025,1025,300,2,"阿龙纳斯","清道夫","沉寂者","深海鳗","处刑者","浮游碟鱼","尖吻鲈","浪子鱼","蜗牛鱼","石骨鱼","罗塔诺海海面幻海流",236
243,1,"像是流星一般的赤红色光芒从船下掠过！","像是流星一般的赤红色光芒不见了……",1,False,"o1a1","出海垂钓","梅尔托尔海峡北",1025,1025,300,4,"浮冰鱼","巨乌贼","放浪神之石","海投刀","三角刺鱼","蜘蛛蟹","梅尔托尔龙虾","古老恐鱼","幻光海马","海流星","梅尔托尔海峡北",233
244,1,"海里有已灭绝生物的身影！","已灭绝生物的身影不见了……",1,False,"o1a1","出海垂钓","梅尔托尔海峡北",1025,1025,300,2,"锤爪龙虾","尾骨鱼","剪碎手巴塞洛缪","巡游者","幻纱披风","狂野海胆","守领鳍龙","珊瑚海龙","坠天鱼","依拉丝莫龙","梅尔托尔海峡北幻海流",234
245,70,"","",2,False,"n4f5","","",1250,1785,600,4,"弧边招潮蟹","黄色皮皮拉鱼","金色皮皮拉鱼","","","","","","","","缪栎之泪",237
246,1,"从海里感知到了凶暴的气息！","凶暴的气息消失了……",1,False,"o1a1","出海垂钓","谢尔达莱群岛",1025,1025,300,4,"龟甲蟹","艾德薇雅的戒指","金属箱","古菩鳐","海瓦魔蛾","眼镜王蛇鱼","真麻希鲯鳅","混种薰衣草印鱼","幻光蝴蝶鱼","谢尔达莱结晶","谢尔达莱群岛近海",238
247,1,"海里有巨大触手的影子从船下掠过！","巨大触手的影子不见了……",1,False,"o1a1","出海垂钓","谢尔达莱群岛",1025,1025,300,2,"泰坦硬甲蟹","秘银箱","雾须酒杯","帚状奇虾","火烈鳗","喷射蝠鲼","恶魔刺","美鲶","浮游翻车鱼","哈弗古法","谢尔达莱群岛近海幻海流",239
248,1,"与像是哥布林族一样的眼睛对视了！","像是哥布林族一样的眼睛不见了……",1,False,"o1a1","出海垂钓","绯汐海",1025,1025,300,4,"沙利亚克河蟹","破坏神的星尘","真鲹","渗血隆头鱼","染血抛光蟹","蓝针","血红金枪鱼","落水面具","幻光鳗","素面","绯汐海近海",240
249,1,"有不可能出现在海里的生物从船下掠过！","不可能出现在海里的生物不见了……",1,False,"o1a1","出海垂钓","绯汐海",1025,1025,300,2,"神谕蟹","龙堡鲷鱼","余韵","锯齿蛤蜊","幸福愿景","歼灭者","血玉金枪鱼","八鳍腔棘鱼","石英锤头鲨","海洋蟾蜍","绯汐海近海幻海流",241
250,1,"海里有像是美丽叶子一样的身影在跳舞！","像是叶子一样的身影不见了……",1,False,"o1a1","出海垂钓","罗斯利特湾",1025,1025,300,4,"暗鸦鲀","罗斯利特海带","鬼灯水母","蜂巢鱼","海神的睡床","雇佣兵","萨维奈鲨鱼","翡翠软玉鳗","幻光鱼龙","银杏鱼","罗斯利特湾近海",242
251,1,"从海里传来了像是在咬碎什么东西的沉闷声音！","沉闷的声音消失了……",1,False,"o1a1","出海垂钓","罗斯利特湾",1025,1025,300,2,"鱼酱罐","海猎豹","罗斯利特贝","利维幼鳗","珍珠爆弹","巨魔鱼","潘诺普忒斯","金鞋底","刀颚鱼","盾齿龙","罗斯利特湾近海幻海流",243
252,80,"","",1,False,"k5t1","","",1074,1518,2400,4,"海扇蛤","北洋鲱","狗脸鲀","钴铁光腮鱼","吉他鱼","","","","","","知识神海港",244
253,80,"","",2,False,"k5t1","","",1024,732,2100,4,"鳌虾","眼点丽鱼","大学究","剑脊锯盖鱼","","","","","","","碧谷",245
254,80,"","",2,False,"k5t1","","",670,980,300,4,"鳌虾","千虑鱼","涌潮大丽花","","","","","","","","沉思泉",246
255,81,"","",2,False,"k5f1","","",831,221,450,4,"子代蝴蝶鱼","水面鳉","小方砖丽鱼","特级以太药虱","宽身锯盖鱼","","","","","","一号天球口",247
256,81,"","",2,False,"k5f1","","",878,496,900,4,"子代蝴蝶鱼","虹鳞鲮脂鲤","鲴鱼","中丽鱼","绿腮鲑","","","","","","一号沟渠",248
257,82,"","",2,False,"k5f1","","",1561,409,450,4,"子代蝴蝶鱼","长嘴鱲","鲴鱼","红弓鳍鱼","","","","","","","二号天球口",249
258,82,"","",2,False,"k5f1","","",1366,726,1800,4,"子代蝴蝶鱼","贪食沼虾","鲴鱼","吹箭鱼","玄铁刀背鱼","","","","","","二号沟渠",250
259,82,"","",2,False,"k5f1","","",972,756,600,4,"子代蝴蝶鱼","以太鳌虾","鲴鱼","迷津罗非鱼","","","","","","","深壕",251
260,82,"","",2,False,"m5t1","","",459,989,1350,4,"象魔鼻鱼","樱使鳟","长耳太阳鱼","银脂鲤","","","","","","","云使飞沫",252
261,81,"","",1,False,"m5f1","","",1228,1764,600,4,"萨维奈虾虎","船鳎","玫瑰蟹","豹纹石斑鱼","","","","","","","新港沿岸",253
262,81,"","",1,False,"m5f1","","",428,1618,1800,4,"萨维奈虾虎","船鳎","婚宴娟纱","暗影沙丁鱼","帕克夏鱼","","","","","","萨维奈岛近海",254
