key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
727,"希尔德拉级船体骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
728,"柳杉木材",3,3,"光银锭",6,3,"祝圣栗木木材",10,3,"翼胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
729,"纯钛板",3,3,"灵银铆钉",10,3,"铁刀木角材",2,3,"蔷薇辉石",5,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
750,"白钢铆钉",8,3,"钴铁锭",6,3,"白钢锭",8,3,"钴铁连接板",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
751,"白钢锭",10,3,"玄钢锭",3,3,"白钢连接板",10,3,"钴铁锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
752,"古神木材",3,3,"秘银铆钉",10,3,"钴铁锭",10,3,"白银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
753,"白钢铆钉",8,3,"钴铁锭",8,3,"白钢锭",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
754,"秘银铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
755,"秘银铆钉",10,3,"钨钢锭",6,3,"玄钢板",6,3,"秘银锭",10,3,"玻璃板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
756,"古神木材",4,3,"白钢钉",10,3,"玄钢块",10,3,"秘银铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
757,"白钢锭",10,3,"白钢铆钉",10,3,"钴铁铆钉",10,3,"玄钢锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
758,"加隆德钢",3,3,"灵银锭",4,3,"玄钢铆钉",4,3,"苍天石",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
759,"钴铁铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
760,"灵银锭",10,3,"玄钢铆钉",10,3,"硬银块",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
761,"白钛锭",10,3,"玄钢铆钉",10,3,"皇金块",10,3,"黄金锭",5,3,"苍天石",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
762,"白钛锭",10,3,"玄钢块",10,3,"钴铁铆钉",7,3,"灵银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
763,"桦木木材",10,3,"钨钢锭",3,3,"玄钢铆钉",5,3,"硬银块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
764,"铁纹钢",3,3,"精金块",5,3,"铁刀木角材",2,3,"皇金块",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
765,"鲨鱼级船尾骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
766,"柳杉木材",3,3,"钨钢锭",3,3,"白钢连接板",10,3,"白钛锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
767,"纯钛板",3,3,"白钛锭",10,3,"硬银锭",10,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
768,"甲鲎级船尾骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
769,"柳杉木材",3,3,"光银锭",4,3,"钴铁连接板",10,3,"钨钢锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
770,"纯钛板",3,3,"皇金锭",6,3,"黄金锭",10,3,"强化玻璃板",10,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
771,"须鲸级船尾骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
772,"柳杉木材",3,3,"钴铁锭",10,3,"秘银铆钉",10,3,"钨钢锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
773,"纯钛板",3,3,"灵银铆钉",5,3,"光银锭",4,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
774,"腔棘鱼级船尾骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
775,"柳杉木材",3,3,"光银锭",4,3,"白铜块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
776,"纯钛板",3,3,"钼钢锭",10,3,"皇金块",10,3,"荒神钢锭",5,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
777,"希尔德拉级船尾骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
778,"柳杉木材",3,3,"皇金锭",6,3,"灵银铆钉",5,3,"白铜块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
779,"纯钛板",3,3,"精金块",5,3,"铁刀木角材",2,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
800,"白钢锭",10,3,"白钢铆钉",10,3,"钴铁连接板",10,3,"钴铁锭",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
801,"白钢铆钉",10,3,"白钢连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
802,"古神木材",3,3,"秘银铆钉",10,3,"白银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
803,"白钢锭",10,3,"钴铁铆钉",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
804,"白钢铆钉",10,3,"灵银锭",6,3,"白钢连接板",10,3,"玄钢锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
805,"秘银铆钉",10,3,"玄钢板",3,3,"秘银锭",10,3,"玫瑰金锭",6,3,"玻璃板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
806,"白钢铆钉",10,3,"白钢锭",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
807,"白钢铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
808,"圣雪松材",4,3,"玄钢铆钉",10,3,"苍天石",3,3,"玫瑰金锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
809,"钴铁铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
810,"白钛锭",10,3,"玄钢铆钉",10,3,"钴铁连接板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
811,"玄钢锭",6,3,"钴铁板",10,3,"玄钢铆钉",10,3,"铁刀木木材",3,3,"玫瑰金锭",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
812,"玄钢板",3,3,"玄钢铆钉",5,3,"钴铁连接板",10,3,"灵银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
813,"玄钢锭",5,3,"灵银锭",10,3,"玄钢铆钉",5,3,"硬银块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
814,"铁纹钢",3,3,"精金块",5,3,"精金铆钉",5,3,"皇金块",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
815,"鲨鱼级船首骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
816,"柳杉木材",3,3,"白钢连接板",10,3,"钨钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
817,"纯钛板",3,3,"硬银锭",10,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
818,"甲鲎级船首骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
819,"柳杉木材",3,3,"光银锭",6,3,"白钢连接板",10,3,"钨钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
820,"纯钛板",3,3,"黄金锭",10,3,"白金锭",6,3,"强化玻璃板",10,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
821,"须鲸级船首骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
822,"柳杉木材",3,3,"光银锭",6,3,"钴铁连接板",10,3,"钨钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
823,"纯钛板",3,3,"灵银铆钉",10,3,"白金锭",6,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
824,"腔棘鱼级船首骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
825,"柳杉木材",3,3,"钼钢锭",10,3,"灵银铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
826,"纯钛板",3,3,"钨钢锭",4,3,"灵银铆钉",10,3,"铁刀木木材",3,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
827,"希尔德拉级船首骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
828,"柳杉木材",3,3,"钨钢锭",4,3,"光银锭",6,3,"白铜块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
829,"纯钛板",3,3,"精金块",5,3,"精金铆钉",5,3,"蔷薇辉石",4,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
850,"硬化云杉木材",4,3,"玄钢块",7,3,"黑铁钉",7,3,"黑铁铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
851,"白钢锭",7,3,"白钢铆钉",7,3,"玄钢锭",4,3,"钴铁铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
852,"玄钢锭",4,3,"钴铁锭",6,3,"白钢铆钉",7,3,"绿金锭",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
853,"硬化云杉木材",4,3,"加隆德钢",3,3,"白钢钉",7,3,"白钢铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
854,"白钢锭",7,3,"白钢铆钉",7,3,"钴铁锭",7,3,"玄钢铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
855,"玄钢锭",6,3,"秘银铆钉",6,3,"飞龙革",6,3,"致远帆布",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
856,"白钢铆钉",10,3,"白钢锭",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
857,"白钢铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
858,"圣雪松材",4,3,"钴铁铆钉",6,3,"玄钢锭",6,3,"苍天石",3,3,"玫瑰金锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
859,"钴铁铆钉",10,3,"灵银锭",6,3,"白金块",4,3,"钴铁连接板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
860,"灵银锭",10,3,"钴铁板",6,3,"玄钢铆钉",6,3,"铁刀木木材",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
861,"白钛锭",10,3,"玄钢铆钉",6,3,"玫瑰金块",10,3,"水淙石",4,3,"黄玉",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
862,"灵银锭",10,3,"钴铁铆钉",10,3,"皇金块",10,3,"黄金锭",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
863,"玄钢板",3,3,"白钛锭",10,3,"玄钢铆钉",5,3,"桦木木材",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
864,"铁纹钢",3,3,"铁刀木角材",2,3,"精金铆钉",5,3,"皇金块",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
865,"鲨鱼级舰桥骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
866,"柳杉木材",3,3,"钴铁锭",7,3,"钨钢锭",4,3,"玄钢铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
867,"纯钛板",3,3,"钨钢锭",4,3,"玫瑰金锭",7,3,"蔷薇辉石",2,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
868,"甲鲎级舰桥骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
869,"柳杉木材",3,3,"秘银铆钉",7,3,"白钛锭",7,3,"灵银铆钉",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
870,"纯钛板",3,3,"巨龙革",6,3,"致远帆布",3,3,"蔷薇辉石",2,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
871,"须鲸级舰桥骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
872,"柳杉木材",3,3,"光银锭",6,3,"钴铁连接板",10,3,"钨钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
873,"纯钛板",3,3,"玄钢铆钉",7,3,"钨钢锭",4,3,"白金锭",4,3,"蔷薇辉石",2,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
874,"腔棘鱼级舰桥骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
875,"柳杉木材",3,3,"铁刀木木材",3,3,"光银锭",6,3,"灵银铆钉",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
876,"纯钛板",3,3,"钼钢锭",10,3,"灵银铆钉",6,3,"锂辉石",2,3,"蔷薇辉石",2,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
877,"希尔德拉级舰桥骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
878,"柳杉木材",3,3,"钨钢方板",3,3,"钼钢锭",10,3,"灵银铆钉",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
879,"纯钛板",3,3,"铁刀木角材",2,3,"精金铆钉",5,3,"蔷薇辉石",2,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1000,"榆木木材",10,3,"黑铁钉",10,3,"切石",10,3,"烧结砖",10,3,"泥岩",10,3,"云杉原木",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1001,"紫杉木材",10,3,"黑铁钉",10,3,"砖块",10,3,"纤维衬料",10,3,"紫檀原木",15,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1002,"胡桃木材",10,3,"白钢钉",10,3,"灰泥",10,3,"清漆",6,3,"花岗岩",10,3,"大理石",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1003,"榆木木材",30,3,"黑铁钉",30,3,"切石",30,3,"烧结砖",30,3,"泥岩",30,3,"云杉原木",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1004,"紫杉木材",30,3,"黑铁钉",30,3,"砖块",30,3,"纤维衬料",30,3,"紫檀原木",40,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1005,"胡桃木材",30,3,"白钢钉",30,3,"灰泥",30,3,"清漆",15,3,"花岗岩",30,3,"大理石",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1006,"榆木木材",55,3,"黑铁钉",55,3,"切石",55,3,"烧结砖",55,3,"泥岩",55,3,"云杉原木",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1007,"紫杉木材",55,3,"黑铁钉",55,3,"砖块",55,3,"纤维衬料",55,3,"紫檀原木",65,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1008,"胡桃木材",55,3,"白钢钉",55,3,"灰泥",55,3,"清漆",25,3,"花岗岩",55,3,"大理石",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1009,"榆木木材",10,3,"黑铁钉",10,3,"切石",10,3,"烧结砖",10,3,"泥岩",10,3,"云杉原木",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1010,"紫杉木材",10,3,"黑铁钉",10,3,"砖块",10,3,"纤维衬料",10,3,"紫檀原木",15,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1011,"胡桃木材",10,3,"白钢钉",10,3,"灰泥",10,3,"清漆",6,3,"花岗岩",10,3,"大理石",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1012,"榆木木材",30,3,"黑铁钉",30,3,"切石",30,3,"烧结砖",30,3,"泥岩",30,3,"云杉原木",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1013,"紫杉木材",30,3,"黑铁钉",30,3,"砖块",30,3,"纤维衬料",30,3,"紫檀原木",40,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1014,"胡桃木材",30,3,"白钢钉",30,3,"灰泥",30,3,"清漆",15,3,"花岗岩",30,3,"大理石",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1015,"榆木木材",55,3,"黑铁钉",55,3,"切石",55,3,"烧结砖",55,3,"泥岩",55,3,"云杉原木",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1016,"紫杉木材",55,3,"黑铁钉",55,3,"砖块",55,3,"纤维衬料",55,3,"紫檀原木",65,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1017,"胡桃木材",55,3,"白钢钉",55,3,"灰泥",55,3,"清漆",25,3,"花岗岩",55,3,"大理石",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1018,"榆木木材",10,3,"黑铁钉",10,3,"切石",10,3,"烧结砖",10,3,"泥岩",10,3,"云杉原木",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1019,"紫杉木材",10,3,"黑铁钉",10,3,"砖块",10,3,"纤维衬料",10,3,"紫檀原木",15,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1020,"胡桃木材",10,3,"白钢钉",10,3,"灰泥",10,3,"清漆",6,3,"花岗岩",10,3,"大理石",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1021,"榆木木材",30,3,"黑铁钉",30,3,"切石",30,3,"烧结砖",30,3,"泥岩",30,3,"云杉原木",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1022,"紫杉木材",30,3,"黑铁钉",30,3,"砖块",30,3,"纤维衬料",30,3,"紫檀原木",40,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1023,"胡桃木材",30,3,"白钢钉",30,3,"灰泥",30,3,"清漆",15,3,"花岗岩",30,3,"大理石",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1024,"榆木木材",55,3,"黑铁钉",55,3,"切石",55,3,"烧结砖",55,3,"泥岩",55,3,"云杉原木",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1025,"紫杉木材",55,3,"黑铁钉",55,3,"砖块",55,3,"纤维衬料",55,3,"紫檀原木",65,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1026,"胡桃木材",55,3,"白钢钉",55,3,"灰泥",55,3,"清漆",25,3,"花岗岩",55,3,"大理石",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1027,"榆木木材",10,3,"黑铁钉",10,3,"切石",10,3,"烧结砖",10,3,"泥岩",10,3,"云杉原木",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1028,"紫杉木材",10,3,"黑铁钉",10,3,"砖块",10,3,"纤维衬料",10,3,"紫檀原木",15,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1029,"胡桃木材",10,3,"白钢钉",10,3,"灰泥",10,3,"清漆",6,3,"花岗岩",10,3,"大理石",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1030,"榆木木材",30,3,"黑铁钉",30,3,"切石",30,3,"烧结砖",30,3,"泥岩",30,3,"云杉原木",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1031,"紫杉木材",30,3,"黑铁钉",30,3,"砖块",30,3,"纤维衬料",30,3,"紫檀原木",40,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1032,"胡桃木材",30,3,"白钢钉",30,3,"灰泥",30,3,"清漆",15,3,"花岗岩",30,3,"大理石",30,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1033,"榆木木材",55,3,"黑铁钉",55,3,"切石",55,3,"烧结砖",55,3,"泥岩",55,3,"云杉原木",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1034,"紫杉木材",55,3,"黑铁钉",55,3,"砖块",55,3,"纤维衬料",55,3,"紫檀原木",65,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1035,"胡桃木材",55,3,"白钢钉",55,3,"灰泥",55,3,"清漆",25,3,"花岗岩",55,3,"大理石",55,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1036,"雪松木材",5,3,"黑铁钉",5,3,"烧结砖",5,3,"丝柏原木",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1037,"圣雪松材",5,3,"钴铁钉",5,3,"纤维衬料",5,3,"黑檀原木",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1038,"暗栗木木材",5,3,"大理石",5,3,"腐殖质",5,3,"黑衣森林幼苗",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1039,"雪松木材",5,9,"黑铁钉",5,9,"烧结砖",5,9,"丝柏原木",5,9,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1040,"圣雪松材",5,9,"钴铁钉",5,9,"纤维衬料",5,9,"黑檀原木",5,9,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1041,"暗栗木木材",5,9,"大理石",5,9,"腐殖质",5,9,"黑衣森林幼苗",5,9,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1042,"雪松木材",5,15,"黑铁钉",5,15,"烧结砖",5,15,"丝柏原木",5,15,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1043,"圣雪松材",5,15,"钴铁钉",5,15,"纤维衬料",5,15,"黑檀原木",5,15,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1044,"暗栗木木材",5,15,"大理石",5,15,"腐殖质",5,15,"黑衣森林幼苗",5,15,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
1050,"梣木木材",10,3,"胡桃木材",10,3,"橡木木材",10,3,"白钢钉",10,3,"鬼胶",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
